sector,entity,year,eff_gap
RND,Eswatini,1983,
RND,Eswatini,1984,
RND,Eswatini,1985,
RND,Eswatini,1986,
RND,Eswatini,1987,
RND,Eswatini,1988,
RND,Eswatini,1989,
RND,Eswatini,1990,
RND,Eswatini,1991,
RND,Eswatini,1992,
RND,Eswatini,1993,
RND,Eswatini,1994,
RND,Eswatini,1995,
RND,Eswatini,1996,
RND,Eswatini,1997,
RND,Eswatini,1998,
RND,Eswatini,1999,
RND,Eswatini,2000,
RND,Eswatini,2001,
RND,Eswatini,2002,
RND,Eswatini,2003,
RND,Eswatini,2004,
RND,Eswatini,2005,
RND,Eswatini,2006,
RND,Eswatini,2007,
RND,Eswatini,2008,
RND,Eswatini,2009,
RND,Eswatini,2010,
RND,Eswatini,2011,
RND,Eswatini,2012,0.5901
RND,Eswatini,2013,
RND,Eswatini,2014,
RND,Eswatini,2015,
RND,Eswatini,2016,
RND,Eswatini,2017,
RND,Eswatini,2018,
RND,Eswatini,2019,
RND,Eswatini,2020,
RND,Eswatini,2021,
RND,Eswatini,2022,
RND,Eswatini,2023,
RND,Eswatini,2024,
RND,Lesotho,1980,
RND,Lesotho,1981,
RND,Lesotho,1982,
RND,Lesotho,1983,
RND,Lesotho,1984,
RND,Lesotho,1985,
RND,Lesotho,1986,
RND,Lesotho,1987,
RND,Lesotho,1988,
RND,Lesotho,1989,
RND,Lesotho,1990,
RND,Lesotho,1991,
RND,Lesotho,1992,
RND,Lesotho,1993,
RND,Lesotho,1994,
RND,Lesotho,1995,
RND,Lesotho,1996,
RND,Lesotho,1997,
RND,Lesotho,1998,
RND,Lesotho,1999,
RND,Lesotho,2000,
RND,Lesotho,2001,
RND,Lesotho,2002,
RND,Lesotho,2003,
RND,Lesotho,2004,
RND,Lesotho,2005,
RND,Lesotho,2006,
RND,Lesotho,2007,
RND,Lesotho,2008,
RND,Lesotho,2009,0.4837
RND,Lesotho,2010,0.5922
RND,Lesotho,2011,0.7506
RND,Lesotho,2012,0.6729
RND,Lesotho,2013,0.6846
RND,Lesotho,2014,0.7354
RND,Lesotho,2015,0.6956
RND,Lesotho,2016,0.6649
RND,Lesotho,2017,0.6531
RND,Lesotho,2018,0.7123
RND,Lesotho,2019,0.7056
RND,Lesotho,2020,
RND,Lesotho,2021,
RND,Lesotho,2022,
RND,Lesotho,2023,
RND,Lesotho,2024,
RND,Namibia,1980,
RND,Namibia,1981,
RND,Namibia,1982,
RND,Namibia,1983,
RND,Namibia,1984,
RND,Namibia,1985,
RND,Namibia,1986,
RND,Namibia,1987,
RND,Namibia,1988,
RND,Namibia,1989,
RND,Namibia,1990,
RND,Namibia,1991,
RND,Namibia,1992,
RND,Namibia,1993,
RND,Namibia,1994,
RND,Namibia,1995,
RND,Namibia,1996,
RND,Namibia,1997,
RND,Namibia,1998,
RND,Namibia,1999,
RND,Namibia,2000,
RND,Namibia,2001,
RND,Namibia,2002,
RND,Namibia,2003,
RND,Namibia,2004,
RND,Namibia,2005,
RND,Namibia,2006,
RND,Namibia,2007,
RND,Namibia,2008,
RND,Namibia,2009,
RND,Namibia,2010,0.6071
RND,Namibia,2011,0.5808
RND,Namibia,2012,0.5475
RND,Namibia,2013,0.5082
RND,Namibia,2014,0.5201
RND,Namibia,2015,0.5178
RND,Namibia,2016,0.5257
RND,Namibia,2017,0.5378
RND,Namibia,2018,0.4825
RND,Namibia,2019,
RND,Namibia,2020,
RND,Namibia,2021,
RND,Namibia,2022,
RND,Namibia,2023,
RND,Namibia,2024,
RND,South Africa,1980,
RND,South Africa,1981,
RND,South Africa,1982,
RND,South Africa,1983,
RND,South Africa,1984,
RND,South Africa,1985,
RND,South Africa,1986,
RND,South Africa,1987,
RND,South Africa,1988,
RND,South Africa,1989,
RND,South Africa,1990,
RND,South Africa,1991,
RND,South Africa,1992,
RND,South Africa,1993,
RND,South Africa,1994,
RND,South Africa,1995,
RND,South Africa,1996,
RND,South Africa,1997,
RND,South Africa,1998,
RND,South Africa,1999,
RND,South Africa,2000,
RND,South Africa,2001,0.4608
RND,South Africa,2002,0.4574
RND,South Africa,2003,0.4694
RND,South Africa,2004,0.4346
RND,South Africa,2005,0.4682
RND,South Africa,2006,0.4718
RND,South Africa,2007,0.4912
RND,South Africa,2008,0.5181
RND,South Africa,2009,0.5159
RND,South Africa,2010,0.5347
RND,South Africa,2011,0.5254
RND,South Africa,2012,0.5095
RND,South Africa,2013,0.4902
RND,South Africa,2014,0.4886
RND,South Africa,2015,0.4657
RND,South Africa,2016,0.4644
RND,South Africa,2017,0.4557
RND,South Africa,2018,0.4965
RND,South Africa,2019,0.517
RND,South Africa,2020,0.5494
RND,South Africa,2021,0.5397
RND,South Africa,2022,0.5409
RND,South Africa,2023,0.8312
RND,South Africa,2024,
