horizon_quarter,scenario,variable,pct_dev
61,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.359
62,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.354
63,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.35
64,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.345
65,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.341
66,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.337
67,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.332
68,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.328
69,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.323
70,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.319
71,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.315
72,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.311
73,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.307
74,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.302
75,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.298
76,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.294
77,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.29
78,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.286
79,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.282
80,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.278
81,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.275
82,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.271
83,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.267
84,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.263
85,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.26
86,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.256
87,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.252
88,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.249
89,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.245
90,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.242
91,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.239
92,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.235
93,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.232
94,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.229
95,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.226
96,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.222
97,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.219
98,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.216
99,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.213
100,R&D efficiency,Nominal interest rate (R<sub>t</sub>),0.21
1,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.221
2,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.245
3,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.267
4,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.288
5,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.307
6,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.324
7,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.339
8,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.353
9,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.366
10,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.377
11,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.387
12,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.396
13,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.403
14,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.41
15,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.416
16,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.421
17,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.426
18,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.429
19,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.433
20,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.435
21,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.437
22,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.438
23,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.439
24,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.44
25,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.44
26,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.44
27,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.439
28,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.438
29,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.437
30,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.436
31,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.434
32,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.432
33,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.43
34,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.428
35,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.425
36,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.423
37,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.42
38,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.417
39,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.414
40,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.411
41,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.408
42,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.405
43,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.402
44,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.398
45,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.395
46,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.392
47,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.388
48,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.385
49,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.381
50,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.377
51,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.374
52,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.37
53,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.367
54,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.363
55,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.359
56,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.356
57,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.352
58,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.348
59,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.345
60,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.341
61,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.337
62,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.334
63,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.33
64,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.326
65,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.323
66,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.319
67,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.316
68,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.312
69,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.308
70,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.305
71,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.301
72,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.298
73,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.294
74,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.291
75,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.288
76,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.284
77,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.281
78,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.278
79,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.274
80,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.271
81,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.268
82,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.265
83,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.261
84,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.258
85,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.255
86,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.252
87,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.249
88,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.246
89,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.243
90,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.24
91,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.237
92,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.234
93,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.231
94,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.228
95,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.225
96,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.223
97,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.22
98,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.217
99,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.214
100,Infrastructure spending,Nominal interest rate (R<sub>t</sub>),0.212
1,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.206
2,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.193
3,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.187
4,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.186
5,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.188
6,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.193
7,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.2
8,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.209
9,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.221
10,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.234
11,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.248
12,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.264
13,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.281
14,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.299
15,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.317
16,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.336
17,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.356
18,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.375
19,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.395
20,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.416
21,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.436
22,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.456
23,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.476
24,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.496
25,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.516
26,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.536
27,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.555
28,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.574
29,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.592
30,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.611
31,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.628
32,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.646
33,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.663
34,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.679
35,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.695
36,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.711
37,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.726
38,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.74
39,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.754
40,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.768
41,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.781
42,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.793
43,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.805
44,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.816
45,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.827
46,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.837
47,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.847
48,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.856
49,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.865
50,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.874
51,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.882
52,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.889
53,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.896
54,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.902
55,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.908
56,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.914
57,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.919
58,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.924
59,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.928
60,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.932
61,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.935
62,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.939
63,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.941
64,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.944
65,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.946
66,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.947
67,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.949
68,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.95
69,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.95
70,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.951
71,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.951
72,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.951
73,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.95
74,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.949
75,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.948
76,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.947
77,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.946
78,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.944
79,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.942
80,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.94
81,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.937
82,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.934
83,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.931
84,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.928
85,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.925
86,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.922
87,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.918
88,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.914
89,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.91
90,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.906
91,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.902
92,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.898
93,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.893
94,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.888
95,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.884
96,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.879
97,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.874
98,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.868
99,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.863
100,Human-capital spending,Nominal interest rate (R<sub>t</sub>),0.858
1,R&D spending,Nominal interest rate (R<sub>t</sub>),0.213
2,R&D spending,Nominal interest rate (R<sub>t</sub>),0.236
3,R&D spending,Nominal interest rate (R<sub>t</sub>),0.27
4,R&D spending,Nominal interest rate (R<sub>t</sub>),0.311
5,R&D spending,Nominal interest rate (R<sub>t</sub>),0.356
6,R&D spending,Nominal interest rate (R<sub>t</sub>),0.403
7,R&D spending,Nominal interest rate (R<sub>t</sub>),0.451
8,R&D spending,Nominal interest rate (R<sub>t</sub>),0.497
9,R&D spending,Nominal interest rate (R<sub>t</sub>),0.543
10,R&D spending,Nominal interest rate (R<sub>t</sub>),0.586
11,R&D spending,Nominal interest rate (R<sub>t</sub>),0.627
12,R&D spending,Nominal interest rate (R<sub>t</sub>),0.666
13,R&D spending,Nominal interest rate (R<sub>t</sub>),0.702
14,R&D spending,Nominal interest rate (R<sub>t</sub>),0.735
15,R&D spending,Nominal interest rate (R<sub>t</sub>),0.766
16,R&D spending,Nominal interest rate (R<sub>t</sub>),0.794
17,R&D spending,Nominal interest rate (R<sub>t</sub>),0.819
18,R&D spending,Nominal interest rate (R<sub>t</sub>),0.842
19,R&D spending,Nominal interest rate (R<sub>t</sub>),0.863
20,R&D spending,Nominal interest rate (R<sub>t</sub>),0.881
21,R&D spending,Nominal interest rate (R<sub>t</sub>),0.897
22,R&D spending,Nominal interest rate (R<sub>t</sub>),0.91
23,R&D spending,Nominal interest rate (R<sub>t</sub>),0.922
24,R&D spending,Nominal interest rate (R<sub>t</sub>),0.933
25,R&D spending,Nominal interest rate (R<sub>t</sub>),0.941
26,R&D spending,Nominal interest rate (R<sub>t</sub>),0.948
27,R&D spending,Nominal interest rate (R<sub>t</sub>),0.953
28,R&D spending,Nominal interest rate (R<sub>t</sub>),0.957
29,R&D spending,Nominal interest rate (R<sub>t</sub>),0.96
30,R&D spending,Nominal interest rate (R<sub>t</sub>),0.962
31,R&D spending,Nominal interest rate (R<sub>t</sub>),0.962
32,R&D spending,Nominal interest rate (R<sub>t</sub>),0.962
33,R&D spending,Nominal interest rate (R<sub>t</sub>),0.961
34,R&D spending,Nominal interest rate (R<sub>t</sub>),0.958
35,R&D spending,Nominal interest rate (R<sub>t</sub>),0.955
36,R&D spending,Nominal interest rate (R<sub>t</sub>),0.952
37,R&D spending,Nominal interest rate (R<sub>t</sub>),0.948
38,R&D spending,Nominal interest rate (R<sub>t</sub>),0.943
39,R&D spending,Nominal interest rate (R<sub>t</sub>),0.937
40,R&D spending,Nominal interest rate (R<sub>t</sub>),0.931
41,R&D spending,Nominal interest rate (R<sub>t</sub>),0.925
42,R&D spending,Nominal interest rate (R<sub>t</sub>),0.918
43,R&D spending,Nominal interest rate (R<sub>t</sub>),0.911
44,R&D spending,Nominal interest rate (R<sub>t</sub>),0.904
45,R&D spending,Nominal interest rate (R<sub>t</sub>),0.896
46,R&D spending,Nominal interest rate (R<sub>t</sub>),0.888
47,R&D spending,Nominal interest rate (R<sub>t</sub>),0.88
48,R&D spending,Nominal interest rate (R<sub>t</sub>),0.871
49,R&D spending,Nominal interest rate (R<sub>t</sub>),0.863
50,R&D spending,Nominal interest rate (R<sub>t</sub>),0.854
51,R&D spending,Nominal interest rate (R<sub>t</sub>),0.845
52,R&D spending,Nominal interest rate (R<sub>t</sub>),0.836
53,R&D spending,Nominal interest rate (R<sub>t</sub>),0.827
54,R&D spending,Nominal interest rate (R<sub>t</sub>),0.818
55,R&D spending,Nominal interest rate (R<sub>t</sub>),0.809
56,R&D spending,Nominal interest rate (R<sub>t</sub>),0.799
57,R&D spending,Nominal interest rate (R<sub>t</sub>),0.79
58,R&D spending,Nominal interest rate (R<sub>t</sub>),0.781
59,R&D spending,Nominal interest rate (R<sub>t</sub>),0.771
60,R&D spending,Nominal interest rate (R<sub>t</sub>),0.762
61,R&D spending,Nominal interest rate (R<sub>t</sub>),0.753
62,R&D spending,Nominal interest rate (R<sub>t</sub>),0.743
63,R&D spending,Nominal interest rate (R<sub>t</sub>),0.734
64,R&D spending,Nominal interest rate (R<sub>t</sub>),0.725
65,R&D spending,Nominal interest rate (R<sub>t</sub>),0.715
66,R&D spending,Nominal interest rate (R<sub>t</sub>),0.706
67,R&D spending,Nominal interest rate (R<sub>t</sub>),0.697
68,R&D spending,Nominal interest rate (R<sub>t</sub>),0.688
69,R&D spending,Nominal interest rate (R<sub>t</sub>),0.679
70,R&D spending,Nominal interest rate (R<sub>t</sub>),0.67
71,R&D spending,Nominal interest rate (R<sub>t</sub>),0.661
72,R&D spending,Nominal interest rate (R<sub>t</sub>),0.652
73,R&D spending,Nominal interest rate (R<sub>t</sub>),0.643
74,R&D spending,Nominal interest rate (R<sub>t</sub>),0.635
75,R&D spending,Nominal interest rate (R<sub>t</sub>),0.626
76,R&D spending,Nominal interest rate (R<sub>t</sub>),0.618
77,R&D spending,Nominal interest rate (R<sub>t</sub>),0.609
78,R&D spending,Nominal interest rate (R<sub>t</sub>),0.601
79,R&D spending,Nominal interest rate (R<sub>t</sub>),0.593
80,R&D spending,Nominal interest rate (R<sub>t</sub>),0.584
81,R&D spending,Nominal interest rate (R<sub>t</sub>),0.576
82,R&D spending,Nominal interest rate (R<sub>t</sub>),0.568
83,R&D spending,Nominal interest rate (R<sub>t</sub>),0.56
84,R&D spending,Nominal interest rate (R<sub>t</sub>),0.552
85,R&D spending,Nominal interest rate (R<sub>t</sub>),0.545
86,R&D spending,Nominal interest rate (R<sub>t</sub>),0.537
87,R&D spending,Nominal interest rate (R<sub>t</sub>),0.529
88,R&D spending,Nominal interest rate (R<sub>t</sub>),0.522
89,R&D spending,Nominal interest rate (R<sub>t</sub>),0.515
90,R&D spending,Nominal interest rate (R<sub>t</sub>),0.507
91,R&D spending,Nominal interest rate (R<sub>t</sub>),0.5
92,R&D spending,Nominal interest rate (R<sub>t</sub>),0.493
93,R&D spending,Nominal interest rate (R<sub>t</sub>),0.486
94,R&D spending,Nominal interest rate (R<sub>t</sub>),0.479
95,R&D spending,Nominal interest rate (R<sub>t</sub>),0.472
96,R&D spending,Nominal interest rate (R<sub>t</sub>),0.465
97,R&D spending,Nominal interest rate (R<sub>t</sub>),0.459
98,R&D spending,Nominal interest rate (R<sub>t</sub>),0.452
99,R&D spending,Nominal interest rate (R<sub>t</sub>),0.446
100,R&D spending,Nominal interest rate (R<sub>t</sub>),0.439
1,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),-0.025
2,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.01
3,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.034
4,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.053
5,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.069
6,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.083
7,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.096
8,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.108
9,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.119
10,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.128
11,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.137
12,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.145
13,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.152
14,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.158
15,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.163
16,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.168
17,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.172
18,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.176
19,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.18
20,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.182
21,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.185
22,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.187
23,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.189
24,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.19
25,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.191
26,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.192
27,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.193
28,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.193
29,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.193
30,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.193
31,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.193
32,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.193
33,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.192
34,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.192
35,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.191
36,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.19
37,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.189
38,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.188
39,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.187
40,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.186
41,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.185
42,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.183
43,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.182
44,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.181
45,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.179
46,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.178
47,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.176
48,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.175
49,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.173
50,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.172
51,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.17
52,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.168
53,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.167
