horizon_quarter,experiment,variable,pct_dev
1,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.145
2,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),-0.165
3,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),-0.101
4,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),-0.045
5,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.008
6,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.059
7,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.108
8,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.157
9,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.204
10,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.249
11,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.294
12,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.338
13,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.381
14,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.423
15,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.464
16,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.504
17,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.543
18,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.582
19,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.62
20,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.657
21,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.694
22,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.729
23,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.765
24,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.799
25,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.833
26,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.867
27,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.9
28,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.932
29,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.964
30,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.996
31,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.027
32,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.057
33,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.087
34,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.117
35,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.146
36,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.175
37,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.203
38,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.231
39,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.258
40,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.285
41,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.312
42,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.338
43,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.364
44,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.39
45,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.415
46,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.44
47,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.465
48,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.489
49,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.513
50,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.537
51,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.56
52,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.583
53,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.606
54,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.628
55,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.65
56,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.672
57,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.693
58,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.715
59,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.736
60,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.756
61,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.777
62,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.797
63,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.817
64,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.836
65,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.856
66,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.875
67,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.894
68,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.912
69,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.931
70,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.949
71,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.967
72,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.984
73,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.002
74,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.019
75,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.036
76,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.053
77,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.069
78,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.085
79,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.102
80,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.117
81,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.133
82,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.149
83,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.164
84,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.179
85,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.194
86,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.209
87,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.223
88,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.237
89,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.251
90,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.265
91,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.279
92,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.293
93,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.306
94,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.319
95,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.332
96,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.345
97,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.358
98,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.37
99,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.383
100,AE: Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.395
1,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),1.069
2,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.579
3,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.504
4,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.422
5,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.343
6,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.272
7,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.208
8,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.151
9,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.101
10,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.058
11,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.021
12,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),-0.01
13,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),-0.036
14,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),-0.056
15,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),-0.072
16,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),-0.082
17,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),-0.089
18,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),-0.091
19,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),-0.09
20,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),-0.085
21,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),-0.076
22,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),-0.063
23,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),-0.048
24,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),-0.03
25,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),-0.008
26,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.016
27,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.042
28,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.071
29,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.102
30,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.136
31,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.172
32,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.209
33,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.249
34,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.29
35,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.333
36,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.377
37,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.423
38,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.471
39,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.52
40,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.57
41,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.621
42,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.674
43,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.727
44,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.782
45,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.838
46,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.894
47,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.951
48,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),1.009
49,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),1.068
50,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),1.128
51,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),1.188
52,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),1.249
53,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),1.31
54,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),1.372
55,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),1.434
56,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),1.497
57,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),1.56
58,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),1.623
59,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),1.687
60,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),1.751
61,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),1.816
62,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),1.88
63,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),1.945
64,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),2.01
65,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),2.075
66,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),2.14
67,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),2.206
68,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),2.271
69,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),2.336
70,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),2.402
71,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),2.467
72,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),2.533
73,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),2.598
74,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),2.664
75,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),2.729
76,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),2.794
77,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),2.859
78,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),2.924
79,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),2.989
80,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),3.053
81,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),3.118
82,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),3.182
83,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),3.246
84,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),3.31
85,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),3.374
86,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),3.437
87,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),3.5
88,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),3.563
89,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),3.625
90,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),3.688
91,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),3.75
92,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),3.811
93,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),3.873
94,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),3.934
95,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),3.994
96,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),4.055
97,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),4.115
98,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),4.174
99,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),4.233
100,AE: Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),4.292
1,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.182
2,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),-0.178
3,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),-0.249
4,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),-0.293
5,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),-0.311
6,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),-0.309
7,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),-0.29
8,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),-0.259
9,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),-0.218
10,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),-0.169
11,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),-0.115
12,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),-0.057
13,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.004
14,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.068
15,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.133
16,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.198
17,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.265
18,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.331
19,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.397
20,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.463
21,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.529
22,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.594
23,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.658
24,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.722
25,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.785
26,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.847
27,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.908
28,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.969
29,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.028
30,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.087
31,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.146
32,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.203
33,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.259
34,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.315
35,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.37
36,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.424
37,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.478
38,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.531
39,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.583
40,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.634
41,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.684
42,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.734
43,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.783
44,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.832
45,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.879
46,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.927
47,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.973
48,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.019
49,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.064
50,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.108
51,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.152
52,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.196
53,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.238
54,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.28
55,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.322
56,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.363
57,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.403
58,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.443
59,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.482
60,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.521
61,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.559
62,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.596
63,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.633
64,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.67
65,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.706
66,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.742
67,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.777
68,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.811
69,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.845
70,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.879
71,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.912
72,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.945
73,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.977
74,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.009
75,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.04
76,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.071
77,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.101
78,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.131
79,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.161
80,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.19
81,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.219
82,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.247
83,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.275
84,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.303
85,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.33
86,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.357
87,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.383
88,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.409
89,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.435
90,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.46
91,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.485
92,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.51
93,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.534
94,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.558
95,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.582
96,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.605
97,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.628
98,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.65
99,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.673
100,AE: R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.695
1,AE: Infrastructure investment,Consumption (C<sub>t</sub>),0.903
2,AE: Infrastructure investment,Consumption (C<sub>t</sub>),0.898
3,AE: Infrastructure investment,Consumption (C<sub>t</sub>),0.898
4,AE: Infrastructure investment,Consumption (C<sub>t</sub>),0.901
5,AE: Infrastructure investment,Consumption (C<sub>t</sub>),0.909
6,AE: Infrastructure investment,Consumption (C<sub>t</sub>),0.919
7,AE: Infrastructure investment,Consumption (C<sub>t</sub>),0.932
8,AE: Infrastructure investment,Consumption (C<sub>t</sub>),0.948
9,AE: Infrastructure investment,Consumption (C<sub>t</sub>),0.967
10,AE: Infrastructure investment,Consumption (C<sub>t</sub>),0.987
11,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.009
12,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.034
13,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.059
14,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.087
15,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.115
16,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.145
17,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.176
18,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.208
19,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.24
20,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.273
21,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.307
22,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.342
23,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.377
24,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.412
25,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.448
26,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.484
27,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.52
28,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.556
29,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.593
30,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.629
31,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.666
32,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.703
33,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.739
34,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.776
35,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.812
36,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.849
37,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.885
38,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.921
39,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.957
40,AE: Infrastructure investment,Consumption (C<sub>t</sub>),1.993
41,AE: Infrastructure investment,Consumption (C<sub>t</sub>),2.029
42,AE: Infrastructure investment,Consumption (C<sub>t</sub>),2.064
43,AE: Infrastructure investment,Consumption (C<sub>t</sub>),2.1
44,AE: Infrastructure investment,Consumption (C<sub>t</sub>),2.135
45,AE: Infrastructure investment,Consumption (C<sub>t</sub>),2.17
46,AE: Infrastructure investment,Consumption (C<sub>t</sub>),2.204
47,AE: Infrastructure investment,Consumption (C<sub>t</sub>),2.238
48,AE: Infrastructure investment,Consumption (C<sub>t</sub>),2.272
49,AE: Infrastructure investment,Consumption (C<sub>t</sub>),2.306
50,AE: Infrastructure investment,Consumption (C<sub>t</sub>),2.34
51,AE: Infrastructure investment,Consumption (C<sub>t</sub>),2.373
52,AE: Infrastructure investment,Consumption (C<sub>t</sub>),2.406
53,AE: Infrastructure investment,Consumption (C<sub>t</sub>),2.438
54,AE: Infrastructure investment,Consumption (C<sub>t</sub>),2.471
55,AE: Infrastructure investment,Consumption (C<sub>t</sub>),2.503
56,AE: Infrastructure investment,Consumption (C<sub>t</sub>),2.535
57,AE: Infrastructure investment,Consumption (C<sub>t</sub>),2.566
58,AE: Infrastructure investment,Consumption (C<sub>t</sub>),2.597
59,AE: Infrastructure investment,Consumption (C<sub>t</sub>),2.628
60,AE: Infrastructure investment,Consumption (C<sub>t</sub>),2.658
61,AE: Infrastructure investment,Consumption (C<sub>t</sub>),2.689
62,AE: Infrastructure investment,Consumption (C<sub>t</sub>),2.719
63,AE: Infrastructure investment,Consumption (C<sub>t</sub>),2.748
