horizon_quarter,experiment,variable,pct_dev
18,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.288
19,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.298
20,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.307
21,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.316
22,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.323
23,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.33
24,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.336
25,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.341
26,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.346
27,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.351
28,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.354
29,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.358
30,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.361
31,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.364
32,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.366
33,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.368
34,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.37
35,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.371
36,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.372
37,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.373
38,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.374
39,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.375
40,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.375
41,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.376
42,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.376
43,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.376
44,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.376
45,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.376
46,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.376
47,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.375
48,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.375
49,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.374
50,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.374
51,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.373
52,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.373
53,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.372
54,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.371
55,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.37
56,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.37
57,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.369
58,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.368
59,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.367
60,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.366
61,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.365
62,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.364
63,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.364
64,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.363
65,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.362
66,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.361
67,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.36
68,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.359
69,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.358
70,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.357
71,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.356
72,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.355
73,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.354
74,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.353
75,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.352
76,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.351
77,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.351
78,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.35
79,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.349
80,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.348
81,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.347
82,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.346
83,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.345
84,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.344
85,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.344
86,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.343
87,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.342
88,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.341
89,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.34
90,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.339
91,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.339
92,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.338
93,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.337
94,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.336
95,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.336
96,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.335
97,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.334
98,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.333
99,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.333
100,AE: Infrastructure investment,Education time (E<sub>t</sub>),-0.332
1,AE: Human capital investment,Education time (E<sub>t</sub>),-3.737
2,AE: Human capital investment,Education time (E<sub>t</sub>),-2.547
3,AE: Human capital investment,Education time (E<sub>t</sub>),-2.333
4,AE: Human capital investment,Education time (E<sub>t</sub>),-2.101
5,AE: Human capital investment,Education time (E<sub>t</sub>),-1.878
6,AE: Human capital investment,Education time (E<sub>t</sub>),-1.67
7,AE: Human capital investment,Education time (E<sub>t</sub>),-1.479
8,AE: Human capital investment,Education time (E<sub>t</sub>),-1.305
9,AE: Human capital investment,Education time (E<sub>t</sub>),-1.145
10,AE: Human capital investment,Education time (E<sub>t</sub>),-1.0
11,AE: Human capital investment,Education time (E<sub>t</sub>),-0.867
12,AE: Human capital investment,Education time (E<sub>t</sub>),-0.747
13,AE: Human capital investment,Education time (E<sub>t</sub>),-0.637
14,AE: Human capital investment,Education time (E<sub>t</sub>),-0.538
15,AE: Human capital investment,Education time (E<sub>t</sub>),-0.447
16,AE: Human capital investment,Education time (E<sub>t</sub>),-0.366
17,AE: Human capital investment,Education time (E<sub>t</sub>),-0.293
18,AE: Human capital investment,Education time (E<sub>t</sub>),-0.227
19,AE: Human capital investment,Education time (E<sub>t</sub>),-0.167
20,AE: Human capital investment,Education time (E<sub>t</sub>),-0.115
21,AE: Human capital investment,Education time (E<sub>t</sub>),-0.068
22,AE: Human capital investment,Education time (E<sub>t</sub>),-0.026
23,AE: Human capital investment,Education time (E<sub>t</sub>),0.011
24,AE: Human capital investment,Education time (E<sub>t</sub>),0.043
25,AE: Human capital investment,Education time (E<sub>t</sub>),0.071
26,AE: Human capital investment,Education time (E<sub>t</sub>),0.095
27,AE: Human capital investment,Education time (E<sub>t</sub>),0.115
28,AE: Human capital investment,Education time (E<sub>t</sub>),0.132
29,AE: Human capital investment,Education time (E<sub>t</sub>),0.146
30,AE: Human capital investment,Education time (E<sub>t</sub>),0.157
31,AE: Human capital investment,Education time (E<sub>t</sub>),0.165
32,AE: Human capital investment,Education time (E<sub>t</sub>),0.171
33,AE: Human capital investment,Education time (E<sub>t</sub>),0.175
34,AE: Human capital investment,Education time (E<sub>t</sub>),0.177
35,AE: Human capital investment,Education time (E<sub>t</sub>),0.178
36,AE: Human capital investment,Education time (E<sub>t</sub>),0.176
37,AE: Human capital investment,Education time (E<sub>t</sub>),0.173
38,AE: Human capital investment,Education time (E<sub>t</sub>),0.169
39,AE: Human capital investment,Education time (E<sub>t</sub>),0.163
40,AE: Human capital investment,Education time (E<sub>t</sub>),0.156
41,AE: Human capital investment,Education time (E<sub>t</sub>),0.148
42,AE: Human capital investment,Education time (E<sub>t</sub>),0.139
43,AE: Human capital investment,Education time (E<sub>t</sub>),0.13
44,AE: Human capital investment,Education time (E<sub>t</sub>),0.119
45,AE: Human capital investment,Education time (E<sub>t</sub>),0.108
46,AE: Human capital investment,Education time (E<sub>t</sub>),0.096
47,AE: Human capital investment,Education time (E<sub>t</sub>),0.084
48,AE: Human capital investment,Education time (E<sub>t</sub>),0.071
49,AE: Human capital investment,Education time (E<sub>t</sub>),0.058
50,AE: Human capital investment,Education time (E<sub>t</sub>),0.045
51,AE: Human capital investment,Education time (E<sub>t</sub>),0.031
52,AE: Human capital investment,Education time (E<sub>t</sub>),0.017
53,AE: Human capital investment,Education time (E<sub>t</sub>),0.002
54,AE: Human capital investment,Education time (E<sub>t</sub>),-0.012
55,AE: Human capital investment,Education time (E<sub>t</sub>),-0.027
56,AE: Human capital investment,Education time (E<sub>t</sub>),-0.041
57,AE: Human capital investment,Education time (E<sub>t</sub>),-0.056
58,AE: Human capital investment,Education time (E<sub>t</sub>),-0.071
59,AE: Human capital investment,Education time (E<sub>t</sub>),-0.086
60,AE: Human capital investment,Education time (E<sub>t</sub>),-0.101
61,AE: Human capital investment,Education time (E<sub>t</sub>),-0.116
62,AE: Human capital investment,Education time (E<sub>t</sub>),-0.131
63,AE: Human capital investment,Education time (E<sub>t</sub>),-0.145
64,AE: Human capital investment,Education time (E<sub>t</sub>),-0.16
65,AE: Human capital investment,Education time (E<sub>t</sub>),-0.175
66,AE: Human capital investment,Education time (E<sub>t</sub>),-0.189
67,AE: Human capital investment,Education time (E<sub>t</sub>),-0.203
68,AE: Human capital investment,Education time (E<sub>t</sub>),-0.217
69,AE: Human capital investment,Education time (E<sub>t</sub>),-0.232
70,AE: Human capital investment,Education time (E<sub>t</sub>),-0.245
71,AE: Human capital investment,Education time (E<sub>t</sub>),-0.259
72,AE: Human capital investment,Education time (E<sub>t</sub>),-0.273
73,AE: Human capital investment,Education time (E<sub>t</sub>),-0.286
74,AE: Human capital investment,Education time (E<sub>t</sub>),-0.299
75,AE: Human capital investment,Education time (E<sub>t</sub>),-0.312
76,AE: Human capital investment,Education time (E<sub>t</sub>),-0.325
77,AE: Human capital investment,Education time (E<sub>t</sub>),-0.338
78,AE: Human capital investment,Education time (E<sub>t</sub>),-0.35
79,AE: Human capital investment,Education time (E<sub>t</sub>),-0.362
80,AE: Human capital investment,Education time (E<sub>t</sub>),-0.374
81,AE: Human capital investment,Education time (E<sub>t</sub>),-0.386
82,AE: Human capital investment,Education time (E<sub>t</sub>),-0.397
83,AE: Human capital investment,Education time (E<sub>t</sub>),-0.409
84,AE: Human capital investment,Education time (E<sub>t</sub>),-0.42
85,AE: Human capital investment,Education time (E<sub>t</sub>),-0.431
86,AE: Human capital investment,Education time (E<sub>t</sub>),-0.442
87,AE: Human capital investment,Education time (E<sub>t</sub>),-0.452
88,AE: Human capital investment,Education time (E<sub>t</sub>),-0.462
89,AE: Human capital investment,Education time (E<sub>t</sub>),-0.472
90,AE: Human capital investment,Education time (E<sub>t</sub>),-0.482
91,AE: Human capital investment,Education time (E<sub>t</sub>),-0.492
92,AE: Human capital investment,Education time (E<sub>t</sub>),-0.501
93,AE: Human capital investment,Education time (E<sub>t</sub>),-0.51
94,AE: Human capital investment,Education time (E<sub>t</sub>),-0.52
95,AE: Human capital investment,Education time (E<sub>t</sub>),-0.528
96,AE: Human capital investment,Education time (E<sub>t</sub>),-0.537
97,AE: Human capital investment,Education time (E<sub>t</sub>),-0.545
98,AE: Human capital investment,Education time (E<sub>t</sub>),-0.554
99,AE: Human capital investment,Education time (E<sub>t</sub>),-0.562
100,AE: Human capital investment,Education time (E<sub>t</sub>),-0.569
1,AE: R&D spending,Education time (E<sub>t</sub>),-0.804
2,AE: R&D spending,Education time (E<sub>t</sub>),-0.075
3,AE: R&D spending,Education time (E<sub>t</sub>),-0.038
4,AE: R&D spending,Education time (E<sub>t</sub>),-0.011
5,AE: R&D spending,Education time (E<sub>t</sub>),-0.002
6,AE: R&D spending,Education time (E<sub>t</sub>),-0.008
7,AE: R&D spending,Education time (E<sub>t</sub>),-0.026
8,AE: R&D spending,Education time (E<sub>t</sub>),-0.052
9,AE: R&D spending,Education time (E<sub>t</sub>),-0.084
10,AE: R&D spending,Education time (E<sub>t</sub>),-0.12
11,AE: R&D spending,Education time (E<sub>t</sub>),-0.157
12,AE: R&D spending,Education time (E<sub>t</sub>),-0.195
13,AE: R&D spending,Education time (E<sub>t</sub>),-0.233
14,AE: R&D spending,Education time (E<sub>t</sub>),-0.27
15,AE: R&D spending,Education time (E<sub>t</sub>),-0.306
16,AE: R&D spending,Education time (E<sub>t</sub>),-0.34
17,AE: R&D spending,Education time (E<sub>t</sub>),-0.372
18,AE: R&D spending,Education time (E<sub>t</sub>),-0.402
19,AE: R&D spending,Education time (E<sub>t</sub>),-0.43
20,AE: R&D spending,Education time (E<sub>t</sub>),-0.457
21,AE: R&D spending,Education time (E<sub>t</sub>),-0.481
22,AE: R&D spending,Education time (E<sub>t</sub>),-0.503
23,AE: R&D spending,Education time (E<sub>t</sub>),-0.523
24,AE: R&D spending,Education time (E<sub>t</sub>),-0.542
25,AE: R&D spending,Education time (E<sub>t</sub>),-0.558
26,AE: R&D spending,Education time (E<sub>t</sub>),-0.573
27,AE: R&D spending,Education time (E<sub>t</sub>),-0.587
28,AE: R&D spending,Education time (E<sub>t</sub>),-0.599
29,AE: R&D spending,Education time (E<sub>t</sub>),-0.61
30,AE: R&D spending,Education time (E<sub>t</sub>),-0.62
31,AE: R&D spending,Education time (E<sub>t</sub>),-0.628
32,AE: R&D spending,Education time (E<sub>t</sub>),-0.636
33,AE: R&D spending,Education time (E<sub>t</sub>),-0.642
34,AE: R&D spending,Education time (E<sub>t</sub>),-0.648
35,AE: R&D spending,Education time (E<sub>t</sub>),-0.653
36,AE: R&D spending,Education time (E<sub>t</sub>),-0.657
37,AE: R&D spending,Education time (E<sub>t</sub>),-0.66
38,AE: R&D spending,Education time (E<sub>t</sub>),-0.663
39,AE: R&D spending,Education time (E<sub>t</sub>),-0.665
40,AE: R&D spending,Education time (E<sub>t</sub>),-0.666
41,AE: R&D spending,Education time (E<sub>t</sub>),-0.667
42,AE: R&D spending,Education time (E<sub>t</sub>),-0.668
43,AE: R&D spending,Education time (E<sub>t</sub>),-0.668
44,AE: R&D spending,Education time (E<sub>t</sub>),-0.668
45,AE: R&D spending,Education time (E<sub>t</sub>),-0.667
46,AE: R&D spending,Education time (E<sub>t</sub>),-0.667
47,AE: R&D spending,Education time (E<sub>t</sub>),-0.665
48,AE: R&D spending,Education time (E<sub>t</sub>),-0.664
49,AE: R&D spending,Education time (E<sub>t</sub>),-0.663
50,AE: R&D spending,Education time (E<sub>t</sub>),-0.661
51,AE: R&D spending,Education time (E<sub>t</sub>),-0.659
52,AE: R&D spending,Education time (E<sub>t</sub>),-0.657
53,AE: R&D spending,Education time (E<sub>t</sub>),-0.655
54,AE: R&D spending,Education time (E<sub>t</sub>),-0.652
55,AE: R&D spending,Education time (E<sub>t</sub>),-0.65
56,AE: R&D spending,Education time (E<sub>t</sub>),-0.648
57,AE: R&D spending,Education time (E<sub>t</sub>),-0.645
58,AE: R&D spending,Education time (E<sub>t</sub>),-0.642
59,AE: R&D spending,Education time (E<sub>t</sub>),-0.64
60,AE: R&D spending,Education time (E<sub>t</sub>),-0.637
61,AE: R&D spending,Education time (E<sub>t</sub>),-0.634
62,AE: R&D spending,Education time (E<sub>t</sub>),-0.631
63,AE: R&D spending,Education time (E<sub>t</sub>),-0.628
64,AE: R&D spending,Education time (E<sub>t</sub>),-0.626
65,AE: R&D spending,Education time (E<sub>t</sub>),-0.623
66,AE: R&D spending,Education time (E<sub>t</sub>),-0.62
67,AE: R&D spending,Education time (E<sub>t</sub>),-0.617
68,AE: R&D spending,Education time (E<sub>t</sub>),-0.614
69,AE: R&D spending,Education time (E<sub>t</sub>),-0.611
70,AE: R&D spending,Education time (E<sub>t</sub>),-0.609
71,AE: R&D spending,Education time (E<sub>t</sub>),-0.606
72,AE: R&D spending,Education time (E<sub>t</sub>),-0.603
73,AE: R&D spending,Education time (E<sub>t</sub>),-0.6
74,AE: R&D spending,Education time (E<sub>t</sub>),-0.597
75,AE: R&D spending,Education time (E<sub>t</sub>),-0.595
76,AE: R&D spending,Education time (E<sub>t</sub>),-0.592
77,AE: R&D spending,Education time (E<sub>t</sub>),-0.589
78,AE: R&D spending,Education time (E<sub>t</sub>),-0.587
79,AE: R&D spending,Education time (E<sub>t</sub>),-0.584
80,AE: R&D spending,Education time (E<sub>t</sub>),-0.582
81,AE: R&D spending,Education time (E<sub>t</sub>),-0.579
82,AE: R&D spending,Education time (E<sub>t</sub>),-0.577
83,AE: R&D spending,Education time (E<sub>t</sub>),-0.574
84,AE: R&D spending,Education time (E<sub>t</sub>),-0.572
85,AE: R&D spending,Education time (E<sub>t</sub>),-0.57
86,AE: R&D spending,Education time (E<sub>t</sub>),-0.567
87,AE: R&D spending,Education time (E<sub>t</sub>),-0.565
88,AE: R&D spending,Education time (E<sub>t</sub>),-0.563
89,AE: R&D spending,Education time (E<sub>t</sub>),-0.561
90,AE: R&D spending,Education time (E<sub>t</sub>),-0.558
91,AE: R&D spending,Education time (E<sub>t</sub>),-0.556
92,AE: R&D spending,Education time (E<sub>t</sub>),-0.554
93,AE: R&D spending,Education time (E<sub>t</sub>),-0.552
94,AE: R&D spending,Education time (E<sub>t</sub>),-0.55
95,AE: R&D spending,Education time (E<sub>t</sub>),-0.548
96,AE: R&D spending,Education time (E<sub>t</sub>),-0.546
97,AE: R&D spending,Education time (E<sub>t</sub>),-0.544
98,AE: R&D spending,Education time (E<sub>t</sub>),-0.542
99,AE: R&D spending,Education time (E<sub>t</sub>),-0.541
100,AE: R&D spending,Education time (E<sub>t</sub>),-0.539
1,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.561
2,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),-0.041
3,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),-0.025
4,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),-0.019
5,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),-0.016
6,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),-0.014
7,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),-0.012
8,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),-0.011
9,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),-0.009
10,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),-0.008
11,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),-0.007
12,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),-0.006
13,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),-0.005
14,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),-0.004
15,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),-0.003
16,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),-0.002
17,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),-0.002
18,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),-0.001
19,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),-0.0
20,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.0
21,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.001
22,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.001
23,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.002
24,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.002
25,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.002
26,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.003
27,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.003
28,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.003
29,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.003
30,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
31,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
32,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
33,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
34,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
35,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
36,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
37,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
38,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
39,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
40,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
41,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
42,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
43,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
44,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
45,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
46,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
47,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
48,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
49,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
50,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
51,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
52,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
53,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
54,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
55,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
56,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
57,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
58,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
59,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
60,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
61,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
62,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
63,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
64,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
65,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
66,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
67,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
68,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
69,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
70,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
71,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
72,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
73,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
74,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.005
75,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
76,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
77,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
78,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
79,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
80,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
81,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
82,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
83,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
84,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
85,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
86,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
87,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
88,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
89,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
90,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
91,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
92,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
93,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
94,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
95,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
96,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
97,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
98,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
99,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.004
100,AE: Infrastructure investment,Real marginal cost (mc<sub>t</sub>),0.003
1,AE: Human capital investment,Real marginal cost (mc<sub>t</sub>),0.562
2,AE: Human capital investment,Real marginal cost (mc<sub>t</sub>),-0.075
3,AE: Human capital investment,Real marginal cost (mc<sub>t</sub>),-0.036
4,AE: Human capital investment,Real marginal cost (mc<sub>t</sub>),-0.026
5,AE: Human capital investment,Real marginal cost (mc<sub>t</sub>),-0.025
6,AE: Human capital investment,Real marginal cost (mc<sub>t</sub>),-0.026
7,AE: Human capital investment,Real marginal cost (mc<sub>t</sub>),-0.027
8,AE: Human capital investment,Real marginal cost (mc<sub>t</sub>),-0.028
9,AE: Human capital investment,Real marginal cost (mc<sub>t</sub>),-0.029
10,AE: Human capital investment,Real marginal cost (mc<sub>t</sub>),-0.03
11,AE: Human capital investment,Real marginal cost (mc<sub>t</sub>),-0.031
12,AE: Human capital investment,Real marginal cost (mc<sub>t</sub>),-0.032
13,AE: Human capital investment,Real marginal cost (mc<sub>t</sub>),-0.032
14,AE: Human capital investment,Real marginal cost (mc<sub>t</sub>),-0.032
15,AE: Human capital investment,Real marginal cost (mc<sub>t</sub>),-0.032
16,AE: Human capital investment,Real marginal cost (mc<sub>t</sub>),-0.032
17,AE: Human capital investment,Real marginal cost (mc<sub>t</sub>),-0.032
18,AE: Human capital investment,Real marginal cost (mc<sub>t</sub>),-0.032
19,AE: Human capital investment,Real marginal cost (mc<sub>t</sub>),-0.032
20,AE: Human capital investment,Real marginal cost (mc<sub>t</sub>),-0.032
21,AE: Human capital investment,Real marginal cost (mc<sub>t</sub>),-0.031
22,AE: Human capital investment,Real marginal cost (mc<sub>t</sub>),-0.031
23,AE: Human capital investment,Real marginal cost (mc<sub>t</sub>),-0.03
24,AE: Human capital investment,Real marginal cost (mc<sub>t</sub>),-0.03
25,AE: Human capital investment,Real marginal cost (mc<sub>t</sub>),-0.029
26,AE: Human capital investment,Real marginal cost (mc<sub>t</sub>),-0.029
27,AE: Human capital investment,Real marginal cost (mc<sub>t</sub>),-0.028
28,AE: Human capital investment,Real marginal cost (mc<sub>t</sub>),-0.027
