horizon_quarter,model,variable,pct_dev
1,Full model,Output (Y<sup>d</sup><sub>t</sub>),0.433
2,Full model,Output (Y<sup>d</sup><sub>t</sub>),0.156
3,Full model,Output (Y<sup>d</sup><sub>t</sub>),0.131
4,Full model,Output (Y<sup>d</sup><sub>t</sub>),0.102
5,Full model,Output (Y<sup>d</sup><sub>t</sub>),0.075
6,Full model,Output (Y<sup>d</sup><sub>t</sub>),0.049
7,Full model,Output (Y<sup>d</sup><sub>t</sub>),0.026
8,Full model,Output (Y<sup>d</sup><sub>t</sub>),0.006
9,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.013
10,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.029
11,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.044
12,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.057
13,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.068
14,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.078
15,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.087
16,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.095
17,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.103
18,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.109
19,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.114
20,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.119
21,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.123
22,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.126
23,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.13
24,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.132
25,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.134
26,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.136
27,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.137
28,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.139
29,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.139
30,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.14
31,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.14
32,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.141
33,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.141
34,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.14
35,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.14
36,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.14
37,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.139
38,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.139
39,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.138
40,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.137
41,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.136
42,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.135
43,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.134
44,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.133
45,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.132
46,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.131
47,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.13
48,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.129
49,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.128
50,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.126
51,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.125
52,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.124
53,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.123
54,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.121
55,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.12
56,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.119
57,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.118
58,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.116
59,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.115
60,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.114
61,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.112
62,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.111
63,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.11
64,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.109
65,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.107
66,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.106
67,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.105
68,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.104
69,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.102
70,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.101
71,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.1
72,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.099
73,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.098
74,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.096
75,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.095
76,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.094
77,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.093
78,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.092
79,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.091
80,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.089
81,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.088
82,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.087
83,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.086
84,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.085
85,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.084
86,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.083
87,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.082
88,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.081
89,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.08
90,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.079
91,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.078
92,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.077
93,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.076
94,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.075
95,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.074
96,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.073
97,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.072
98,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.071
99,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.07
100,Full model,Output (Y<sup>d</sup><sub>t</sub>),-0.069
1,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),0.45
2,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),0.153
3,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),0.13
4,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),0.103
5,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),0.077
6,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),0.054
7,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),0.033
8,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),0.015
9,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.001
10,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.016
11,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.028
12,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.039
13,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.048
14,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.056
15,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.063
16,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.069
17,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.074
18,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.078
19,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.081
20,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.084
21,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.086
22,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.088
23,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.089
24,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.09
25,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.09
26,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.091
27,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.091
28,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.09
29,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.09
30,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.089
31,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.088
32,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.087
33,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.086
34,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.085
35,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.084
36,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.083
37,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.081
38,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.08
39,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.078
40,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.077
41,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.075
42,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.074
43,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.072
44,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.071
45,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.069
46,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.068
47,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.066
48,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.065
49,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.064
50,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.062
51,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.061
52,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.059
53,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.058
54,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.056
55,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.055
56,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.054
57,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.053
58,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.051
59,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.05
60,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.049
61,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.048
62,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.046
63,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.045
64,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.044
65,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.043
66,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.042
67,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.041
68,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.04
69,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.039
70,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.038
71,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.037
72,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.036
73,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.035
74,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.034
75,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.033
76,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.033
77,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.032
78,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.031
79,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.03
80,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.029
81,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.029
82,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.028
83,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.027
84,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.027
85,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.026
86,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.025
87,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.025
88,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.024
89,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.023
90,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.023
91,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.022
92,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.022
93,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.021
94,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.021
95,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.02
96,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.02
97,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.019
98,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.019
99,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.018
100,No endogenous technology,Output (Y<sup>d</sup><sub>t</sub>),-0.018
1,No human capital,Output (Y<sup>d</sup><sub>t</sub>),0.126
2,No human capital,Output (Y<sup>d</sup><sub>t</sub>),0.046
3,No human capital,Output (Y<sup>d</sup><sub>t</sub>),0.022
4,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.0
5,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.019
6,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.036
7,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.051
8,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.064
9,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.074
10,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.083
11,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.091
12,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.097
13,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.102
14,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.106
15,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.109
16,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.112
17,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.113
18,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.114
19,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.115
20,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.115
21,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.115
22,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.114
23,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.113
24,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.112
25,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.11
26,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.108
27,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.107
28,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.105
29,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.102
30,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.1
31,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.098
32,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.096
33,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.093
34,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.091
35,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.089
36,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.086
37,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.084
38,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.082
39,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.079
40,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.077
41,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.075
42,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.073
43,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.071
44,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.068
45,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.066
46,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.064
47,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.062
48,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.06
49,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.058
50,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.057
51,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.055
52,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.053
53,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.051
54,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.05
55,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.048
56,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.046
57,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.045
58,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.043
59,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.042
60,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.04
61,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.039
62,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.038
63,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.037
64,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.035
65,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.034
66,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.033
67,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.032
68,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.031
69,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.03
70,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.029
71,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.028
72,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.027
73,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.026
74,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.025
75,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.024
76,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.023
77,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.022
78,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.022
79,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.021
80,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.02
81,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.02
82,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.019
83,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.018
84,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.018
85,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.017
86,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.016
87,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.016
88,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.015
89,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.015
90,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.014
91,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.014
92,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.013
93,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.013
94,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.012
95,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.012
96,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.011
97,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.011
98,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.011
99,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.01
100,No human capital,Output (Y<sup>d</sup><sub>t</sub>),-0.01
1,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),0.126
2,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),0.046
3,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),0.022
4,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.0
5,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.019
6,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.036
7,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.051
8,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.064
9,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.074
10,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.083
11,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.091
12,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.097
13,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.102
14,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.106
15,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.109
16,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.112
17,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.113
18,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.114
19,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.115
20,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.115
21,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.115
22,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.114
23,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.113
24,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.112
25,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.11
26,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.108
27,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.107
28,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.105
29,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.102
30,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.1
31,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.098
32,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.096
33,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.093
34,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.091
35,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.089
36,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.086
37,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.084
38,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.082
39,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.079
40,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.077
41,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.075
42,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.073
43,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.071
44,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.068
45,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.066
46,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.064
47,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.062
48,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.06
49,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.058
50,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.057
51,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.055
52,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.053
53,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.051
54,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.05
55,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.048
56,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.046
57,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.045
58,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.043
59,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.042
60,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.04
61,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.039
62,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.038
63,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.037
64,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.035
65,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.034
66,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.033
67,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.032
68,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.031
69,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.03
70,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.029
71,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.028
72,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.027
73,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.026
74,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.025
75,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.024
76,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.023
77,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.022
78,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.022
79,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.021
80,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.02
81,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.02
82,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.019
83,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.018
84,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.018
85,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.017
86,No public infrastructure,Output (Y<sup>d</sup><sub>t</sub>),-0.016
