horizon_quarter,model,variable,pct_dev
15,No trend growth,Consumption (C<sub>t</sub>),-0.324
16,No trend growth,Consumption (C<sub>t</sub>),-0.291
17,No trend growth,Consumption (C<sub>t</sub>),-0.262
18,No trend growth,Consumption (C<sub>t</sub>),-0.236
19,No trend growth,Consumption (C<sub>t</sub>),-0.212
20,No trend growth,Consumption (C<sub>t</sub>),-0.191
21,No trend growth,Consumption (C<sub>t</sub>),-0.172
22,No trend growth,Consumption (C<sub>t</sub>),-0.155
23,No trend growth,Consumption (C<sub>t</sub>),-0.139
24,No trend growth,Consumption (C<sub>t</sub>),-0.125
25,No trend growth,Consumption (C<sub>t</sub>),-0.113
26,No trend growth,Consumption (C<sub>t</sub>),-0.101
27,No trend growth,Consumption (C<sub>t</sub>),-0.091
28,No trend growth,Consumption (C<sub>t</sub>),-0.082
29,No trend growth,Consumption (C<sub>t</sub>),-0.074
30,No trend growth,Consumption (C<sub>t</sub>),-0.066
31,No trend growth,Consumption (C<sub>t</sub>),-0.06
32,No trend growth,Consumption (C<sub>t</sub>),-0.054
33,No trend growth,Consumption (C<sub>t</sub>),-0.048
34,No trend growth,Consumption (C<sub>t</sub>),-0.044
35,No trend growth,Consumption (C<sub>t</sub>),-0.039
36,No trend growth,Consumption (C<sub>t</sub>),-0.035
37,No trend growth,Consumption (C<sub>t</sub>),-0.032
38,No trend growth,Consumption (C<sub>t</sub>),-0.029
39,No trend growth,Consumption (C<sub>t</sub>),-0.026
40,No trend growth,Consumption (C<sub>t</sub>),-0.023
41,No trend growth,Consumption (C<sub>t</sub>),-0.021
42,No trend growth,Consumption (C<sub>t</sub>),-0.019
43,No trend growth,Consumption (C<sub>t</sub>),-0.017
44,No trend growth,Consumption (C<sub>t</sub>),-0.015
45,No trend growth,Consumption (C<sub>t</sub>),-0.014
46,No trend growth,Consumption (C<sub>t</sub>),-0.012
47,No trend growth,Consumption (C<sub>t</sub>),-0.011
48,No trend growth,Consumption (C<sub>t</sub>),-0.01
49,No trend growth,Consumption (C<sub>t</sub>),-0.009
50,No trend growth,Consumption (C<sub>t</sub>),-0.008
51,No trend growth,Consumption (C<sub>t</sub>),-0.007
52,No trend growth,Consumption (C<sub>t</sub>),-0.007
53,No trend growth,Consumption (C<sub>t</sub>),-0.006
54,No trend growth,Consumption (C<sub>t</sub>),-0.005
55,No trend growth,Consumption (C<sub>t</sub>),-0.005
56,No trend growth,Consumption (C<sub>t</sub>),-0.004
57,No trend growth,Consumption (C<sub>t</sub>),-0.004
58,No trend growth,Consumption (C<sub>t</sub>),-0.003
59,No trend growth,Consumption (C<sub>t</sub>),-0.003
60,No trend growth,Consumption (C<sub>t</sub>),-0.003
61,No trend growth,Consumption (C<sub>t</sub>),-0.003
62,No trend growth,Consumption (C<sub>t</sub>),-0.002
63,No trend growth,Consumption (C<sub>t</sub>),-0.002
64,No trend growth,Consumption (C<sub>t</sub>),-0.002
65,No trend growth,Consumption (C<sub>t</sub>),-0.002
66,No trend growth,Consumption (C<sub>t</sub>),-0.001
67,No trend growth,Consumption (C<sub>t</sub>),-0.001
68,No trend growth,Consumption (C<sub>t</sub>),-0.001
69,No trend growth,Consumption (C<sub>t</sub>),-0.001
70,No trend growth,Consumption (C<sub>t</sub>),-0.001
71,No trend growth,Consumption (C<sub>t</sub>),-0.001
72,No trend growth,Consumption (C<sub>t</sub>),-0.001
73,No trend growth,Consumption (C<sub>t</sub>),-0.001
74,No trend growth,Consumption (C<sub>t</sub>),-0.001
75,No trend growth,Consumption (C<sub>t</sub>),-0.001
76,No trend growth,Consumption (C<sub>t</sub>),-0.001
77,No trend growth,Consumption (C<sub>t</sub>),-0.0
78,No trend growth,Consumption (C<sub>t</sub>),-0.0
79,No trend growth,Consumption (C<sub>t</sub>),-0.0
80,No trend growth,Consumption (C<sub>t</sub>),-0.0
81,No trend growth,Consumption (C<sub>t</sub>),-0.0
82,No trend growth,Consumption (C<sub>t</sub>),-0.0
83,No trend growth,Consumption (C<sub>t</sub>),-0.0
84,No trend growth,Consumption (C<sub>t</sub>),-0.0
85,No trend growth,Consumption (C<sub>t</sub>),-0.0
86,No trend growth,Consumption (C<sub>t</sub>),-0.0
87,No trend growth,Consumption (C<sub>t</sub>),-0.0
88,No trend growth,Consumption (C<sub>t</sub>),-0.0
89,No trend growth,Consumption (C<sub>t</sub>),-0.0
90,No trend growth,Consumption (C<sub>t</sub>),-0.0
91,No trend growth,Consumption (C<sub>t</sub>),-0.0
92,No trend growth,Consumption (C<sub>t</sub>),-0.0
93,No trend growth,Consumption (C<sub>t</sub>),-0.0
94,No trend growth,Consumption (C<sub>t</sub>),-0.0
95,No trend growth,Consumption (C<sub>t</sub>),-0.0
96,No trend growth,Consumption (C<sub>t</sub>),-0.0
97,No trend growth,Consumption (C<sub>t</sub>),-0.0
98,No trend growth,Consumption (C<sub>t</sub>),-0.0
99,No trend growth,Consumption (C<sub>t</sub>),-0.0
100,No trend growth,Consumption (C<sub>t</sub>),-0.0
1,Derived canonical NK,Consumption (C<sub>t</sub>),-0.811
2,Derived canonical NK,Consumption (C<sub>t</sub>),-0.805
3,Derived canonical NK,Consumption (C<sub>t</sub>),-0.754
4,Derived canonical NK,Consumption (C<sub>t</sub>),-0.69
5,Derived canonical NK,Consumption (C<sub>t</sub>),-0.625
6,Derived canonical NK,Consumption (C<sub>t</sub>),-0.565
7,Derived canonical NK,Consumption (C<sub>t</sub>),-0.509
8,Derived canonical NK,Consumption (C<sub>t</sub>),-0.458
9,Derived canonical NK,Consumption (C<sub>t</sub>),-0.412
10,Derived canonical NK,Consumption (C<sub>t</sub>),-0.371
11,Derived canonical NK,Consumption (C<sub>t</sub>),-0.334
12,Derived canonical NK,Consumption (C<sub>t</sub>),-0.301
13,Derived canonical NK,Consumption (C<sub>t</sub>),-0.271
14,Derived canonical NK,Consumption (C<sub>t</sub>),-0.243
15,Derived canonical NK,Consumption (C<sub>t</sub>),-0.219
16,Derived canonical NK,Consumption (C<sub>t</sub>),-0.197
17,Derived canonical NK,Consumption (C<sub>t</sub>),-0.177
18,Derived canonical NK,Consumption (C<sub>t</sub>),-0.16
19,Derived canonical NK,Consumption (C<sub>t</sub>),-0.144
20,Derived canonical NK,Consumption (C<sub>t</sub>),-0.129
21,Derived canonical NK,Consumption (C<sub>t</sub>),-0.116
22,Derived canonical NK,Consumption (C<sub>t</sub>),-0.105
23,Derived canonical NK,Consumption (C<sub>t</sub>),-0.094
24,Derived canonical NK,Consumption (C<sub>t</sub>),-0.085
25,Derived canonical NK,Consumption (C<sub>t</sub>),-0.076
26,Derived canonical NK,Consumption (C<sub>t</sub>),-0.069
27,Derived canonical NK,Consumption (C<sub>t</sub>),-0.062
28,Derived canonical NK,Consumption (C<sub>t</sub>),-0.056
29,Derived canonical NK,Consumption (C<sub>t</sub>),-0.05
30,Derived canonical NK,Consumption (C<sub>t</sub>),-0.045
31,Derived canonical NK,Consumption (C<sub>t</sub>),-0.041
32,Derived canonical NK,Consumption (C<sub>t</sub>),-0.036
33,Derived canonical NK,Consumption (C<sub>t</sub>),-0.033
34,Derived canonical NK,Consumption (C<sub>t</sub>),-0.03
35,Derived canonical NK,Consumption (C<sub>t</sub>),-0.027
36,Derived canonical NK,Consumption (C<sub>t</sub>),-0.024
37,Derived canonical NK,Consumption (C<sub>t</sub>),-0.022
38,Derived canonical NK,Consumption (C<sub>t</sub>),-0.019
39,Derived canonical NK,Consumption (C<sub>t</sub>),-0.017
40,Derived canonical NK,Consumption (C<sub>t</sub>),-0.016
41,Derived canonical NK,Consumption (C<sub>t</sub>),-0.014
42,Derived canonical NK,Consumption (C<sub>t</sub>),-0.013
43,Derived canonical NK,Consumption (C<sub>t</sub>),-0.011
44,Derived canonical NK,Consumption (C<sub>t</sub>),-0.01
45,Derived canonical NK,Consumption (C<sub>t</sub>),-0.009
46,Derived canonical NK,Consumption (C<sub>t</sub>),-0.008
47,Derived canonical NK,Consumption (C<sub>t</sub>),-0.008
48,Derived canonical NK,Consumption (C<sub>t</sub>),-0.007
49,Derived canonical NK,Consumption (C<sub>t</sub>),-0.006
50,Derived canonical NK,Consumption (C<sub>t</sub>),-0.005
51,Derived canonical NK,Consumption (C<sub>t</sub>),-0.005
52,Derived canonical NK,Consumption (C<sub>t</sub>),-0.004
53,Derived canonical NK,Consumption (C<sub>t</sub>),-0.004
54,Derived canonical NK,Consumption (C<sub>t</sub>),-0.004
55,Derived canonical NK,Consumption (C<sub>t</sub>),-0.003
56,Derived canonical NK,Consumption (C<sub>t</sub>),-0.003
57,Derived canonical NK,Consumption (C<sub>t</sub>),-0.003
58,Derived canonical NK,Consumption (C<sub>t</sub>),-0.002
59,Derived canonical NK,Consumption (C<sub>t</sub>),-0.002
60,Derived canonical NK,Consumption (C<sub>t</sub>),-0.002
61,Derived canonical NK,Consumption (C<sub>t</sub>),-0.002
62,Derived canonical NK,Consumption (C<sub>t</sub>),-0.002
63,Derived canonical NK,Consumption (C<sub>t</sub>),-0.001
64,Derived canonical NK,Consumption (C<sub>t</sub>),-0.001
65,Derived canonical NK,Consumption (C<sub>t</sub>),-0.001
66,Derived canonical NK,Consumption (C<sub>t</sub>),-0.001
67,Derived canonical NK,Consumption (C<sub>t</sub>),-0.001
68,Derived canonical NK,Consumption (C<sub>t</sub>),-0.001
69,Derived canonical NK,Consumption (C<sub>t</sub>),-0.001
70,Derived canonical NK,Consumption (C<sub>t</sub>),-0.001
71,Derived canonical NK,Consumption (C<sub>t</sub>),-0.001
72,Derived canonical NK,Consumption (C<sub>t</sub>),-0.001
73,Derived canonical NK,Consumption (C<sub>t</sub>),-0.0
74,Derived canonical NK,Consumption (C<sub>t</sub>),-0.0
75,Derived canonical NK,Consumption (C<sub>t</sub>),-0.0
76,Derived canonical NK,Consumption (C<sub>t</sub>),-0.0
77,Derived canonical NK,Consumption (C<sub>t</sub>),-0.0
78,Derived canonical NK,Consumption (C<sub>t</sub>),-0.0
79,Derived canonical NK,Consumption (C<sub>t</sub>),-0.0
80,Derived canonical NK,Consumption (C<sub>t</sub>),-0.0
81,Derived canonical NK,Consumption (C<sub>t</sub>),-0.0
82,Derived canonical NK,Consumption (C<sub>t</sub>),-0.0
83,Derived canonical NK,Consumption (C<sub>t</sub>),-0.0
84,Derived canonical NK,Consumption (C<sub>t</sub>),-0.0
85,Derived canonical NK,Consumption (C<sub>t</sub>),-0.0
86,Derived canonical NK,Consumption (C<sub>t</sub>),-0.0
87,Derived canonical NK,Consumption (C<sub>t</sub>),-0.0
88,Derived canonical NK,Consumption (C<sub>t</sub>),-0.0
89,Derived canonical NK,Consumption (C<sub>t</sub>),-0.0
90,Derived canonical NK,Consumption (C<sub>t</sub>),-0.0
91,Derived canonical NK,Consumption (C<sub>t</sub>),-0.0
92,Derived canonical NK,Consumption (C<sub>t</sub>),-0.0
93,Derived canonical NK,Consumption (C<sub>t</sub>),-0.0
94,Derived canonical NK,Consumption (C<sub>t</sub>),-0.0
95,Derived canonical NK,Consumption (C<sub>t</sub>),-0.0
96,Derived canonical NK,Consumption (C<sub>t</sub>),-0.0
97,Derived canonical NK,Consumption (C<sub>t</sub>),-0.0
98,Derived canonical NK,Consumption (C<sub>t</sub>),-0.0
99,Derived canonical NK,Consumption (C<sub>t</sub>),-0.0
100,Derived canonical NK,Consumption (C<sub>t</sub>),-0.0
1,Canonical NK control,Consumption (C<sub>t</sub>),-0.811
2,Canonical NK control,Consumption (C<sub>t</sub>),-0.805
3,Canonical NK control,Consumption (C<sub>t</sub>),-0.754
4,Canonical NK control,Consumption (C<sub>t</sub>),-0.69
5,Canonical NK control,Consumption (C<sub>t</sub>),-0.625
6,Canonical NK control,Consumption (C<sub>t</sub>),-0.565
7,Canonical NK control,Consumption (C<sub>t</sub>),-0.509
8,Canonical NK control,Consumption (C<sub>t</sub>),-0.458
9,Canonical NK control,Consumption (C<sub>t</sub>),-0.412
10,Canonical NK control,Consumption (C<sub>t</sub>),-0.371
11,Canonical NK control,Consumption (C<sub>t</sub>),-0.334
12,Canonical NK control,Consumption (C<sub>t</sub>),-0.301
13,Canonical NK control,Consumption (C<sub>t</sub>),-0.271
14,Canonical NK control,Consumption (C<sub>t</sub>),-0.243
15,Canonical NK control,Consumption (C<sub>t</sub>),-0.219
16,Canonical NK control,Consumption (C<sub>t</sub>),-0.197
17,Canonical NK control,Consumption (C<sub>t</sub>),-0.177
18,Canonical NK control,Consumption (C<sub>t</sub>),-0.16
19,Canonical NK control,Consumption (C<sub>t</sub>),-0.144
20,Canonical NK control,Consumption (C<sub>t</sub>),-0.129
21,Canonical NK control,Consumption (C<sub>t</sub>),-0.116
22,Canonical NK control,Consumption (C<sub>t</sub>),-0.105
23,Canonical NK control,Consumption (C<sub>t</sub>),-0.094
24,Canonical NK control,Consumption (C<sub>t</sub>),-0.085
25,Canonical NK control,Consumption (C<sub>t</sub>),-0.076
26,Canonical NK control,Consumption (C<sub>t</sub>),-0.069
27,Canonical NK control,Consumption (C<sub>t</sub>),-0.062
28,Canonical NK control,Consumption (C<sub>t</sub>),-0.056
29,Canonical NK control,Consumption (C<sub>t</sub>),-0.05
30,Canonical NK control,Consumption (C<sub>t</sub>),-0.045
31,Canonical NK control,Consumption (C<sub>t</sub>),-0.041
32,Canonical NK control,Consumption (C<sub>t</sub>),-0.036
33,Canonical NK control,Consumption (C<sub>t</sub>),-0.033
34,Canonical NK control,Consumption (C<sub>t</sub>),-0.03
35,Canonical NK control,Consumption (C<sub>t</sub>),-0.027
36,Canonical NK control,Consumption (C<sub>t</sub>),-0.024
37,Canonical NK control,Consumption (C<sub>t</sub>),-0.022
38,Canonical NK control,Consumption (C<sub>t</sub>),-0.019
39,Canonical NK control,Consumption (C<sub>t</sub>),-0.017
40,Canonical NK control,Consumption (C<sub>t</sub>),-0.016
41,Canonical NK control,Consumption (C<sub>t</sub>),-0.014
42,Canonical NK control,Consumption (C<sub>t</sub>),-0.013
43,Canonical NK control,Consumption (C<sub>t</sub>),-0.011
44,Canonical NK control,Consumption (C<sub>t</sub>),-0.01
45,Canonical NK control,Consumption (C<sub>t</sub>),-0.009
46,Canonical NK control,Consumption (C<sub>t</sub>),-0.008
47,Canonical NK control,Consumption (C<sub>t</sub>),-0.008
48,Canonical NK control,Consumption (C<sub>t</sub>),-0.007
49,Canonical NK control,Consumption (C<sub>t</sub>),-0.006
50,Canonical NK control,Consumption (C<sub>t</sub>),-0.005
51,Canonical NK control,Consumption (C<sub>t</sub>),-0.005
52,Canonical NK control,Consumption (C<sub>t</sub>),-0.004
53,Canonical NK control,Consumption (C<sub>t</sub>),-0.004
54,Canonical NK control,Consumption (C<sub>t</sub>),-0.004
55,Canonical NK control,Consumption (C<sub>t</sub>),-0.003
56,Canonical NK control,Consumption (C<sub>t</sub>),-0.003
57,Canonical NK control,Consumption (C<sub>t</sub>),-0.003
58,Canonical NK control,Consumption (C<sub>t</sub>),-0.002
59,Canonical NK control,Consumption (C<sub>t</sub>),-0.002
60,Canonical NK control,Consumption (C<sub>t</sub>),-0.002
61,Canonical NK control,Consumption (C<sub>t</sub>),-0.002
62,Canonical NK control,Consumption (C<sub>t</sub>),-0.002
63,Canonical NK control,Consumption (C<sub>t</sub>),-0.001
64,Canonical NK control,Consumption (C<sub>t</sub>),-0.001
65,Canonical NK control,Consumption (C<sub>t</sub>),-0.001
66,Canonical NK control,Consumption (C<sub>t</sub>),-0.001
67,Canonical NK control,Consumption (C<sub>t</sub>),-0.001
68,Canonical NK control,Consumption (C<sub>t</sub>),-0.001
69,Canonical NK control,Consumption (C<sub>t</sub>),-0.001
70,Canonical NK control,Consumption (C<sub>t</sub>),-0.001
71,Canonical NK control,Consumption (C<sub>t</sub>),-0.001
72,Canonical NK control,Consumption (C<sub>t</sub>),-0.001
73,Canonical NK control,Consumption (C<sub>t</sub>),-0.0
74,Canonical NK control,Consumption (C<sub>t</sub>),-0.0
75,Canonical NK control,Consumption (C<sub>t</sub>),-0.0
76,Canonical NK control,Consumption (C<sub>t</sub>),-0.0
77,Canonical NK control,Consumption (C<sub>t</sub>),-0.0
78,Canonical NK control,Consumption (C<sub>t</sub>),-0.0
79,Canonical NK control,Consumption (C<sub>t</sub>),-0.0
80,Canonical NK control,Consumption (C<sub>t</sub>),-0.0
81,Canonical NK control,Consumption (C<sub>t</sub>),-0.0
82,Canonical NK control,Consumption (C<sub>t</sub>),-0.0
83,Canonical NK control,Consumption (C<sub>t</sub>),-0.0
84,Canonical NK control,Consumption (C<sub>t</sub>),-0.0
85,Canonical NK control,Consumption (C<sub>t</sub>),-0.0
86,Canonical NK control,Consumption (C<sub>t</sub>),-0.0
87,Canonical NK control,Consumption (C<sub>t</sub>),-0.0
88,Canonical NK control,Consumption (C<sub>t</sub>),-0.0
89,Canonical NK control,Consumption (C<sub>t</sub>),-0.0
90,Canonical NK control,Consumption (C<sub>t</sub>),-0.0
91,Canonical NK control,Consumption (C<sub>t</sub>),-0.0
92,Canonical NK control,Consumption (C<sub>t</sub>),-0.0
93,Canonical NK control,Consumption (C<sub>t</sub>),-0.0
94,Canonical NK control,Consumption (C<sub>t</sub>),-0.0
95,Canonical NK control,Consumption (C<sub>t</sub>),-0.0
96,Canonical NK control,Consumption (C<sub>t</sub>),-0.0
97,Canonical NK control,Consumption (C<sub>t</sub>),-0.0
98,Canonical NK control,Consumption (C<sub>t</sub>),-0.0
99,Canonical NK control,Consumption (C<sub>t</sub>),-0.0
100,Canonical NK control,Consumption (C<sub>t</sub>),-0.0
1,Full model,Private investment (I<sub>t</sub>),-1.385
2,Full model,Private investment (I<sub>t</sub>),-2.202
3,Full model,Private investment (I<sub>t</sub>),-1.907
4,Full model,Private investment (I<sub>t</sub>),-1.676
5,Full model,Private investment (I<sub>t</sub>),-1.481
6,Full model,Private investment (I<sub>t</sub>),-1.31
7,Full model,Private investment (I<sub>t</sub>),-1.16
8,Full model,Private investment (I<sub>t</sub>),-1.028
9,Full model,Private investment (I<sub>t</sub>),-0.911
10,Full model,Private investment (I<sub>t</sub>),-0.809
11,Full model,Private investment (I<sub>t</sub>),-0.718
12,Full model,Private investment (I<sub>t</sub>),-0.638
13,Full model,Private investment (I<sub>t</sub>),-0.568
14,Full model,Private investment (I<sub>t</sub>),-0.506
15,Full model,Private investment (I<sub>t</sub>),-0.452
16,Full model,Private investment (I<sub>t</sub>),-0.405
17,Full model,Private investment (I<sub>t</sub>),-0.364
18,Full model,Private investment (I<sub>t</sub>),-0.328
19,Full model,Private investment (I<sub>t</sub>),-0.296
20,Full model,Private investment (I<sub>t</sub>),-0.269
21,Full model,Private investment (I<sub>t</sub>),-0.245
22,Full model,Private investment (I<sub>t</sub>),-0.224
23,Full model,Private investment (I<sub>t</sub>),-0.206
24,Full model,Private investment (I<sub>t</sub>),-0.191
25,Full model,Private investment (I<sub>t</sub>),-0.178
26,Full model,Private investment (I<sub>t</sub>),-0.166
27,Full model,Private investment (I<sub>t</sub>),-0.156
28,Full model,Private investment (I<sub>t</sub>),-0.148
29,Full model,Private investment (I<sub>t</sub>),-0.141
30,Full model,Private investment (I<sub>t</sub>),-0.135
31,Full model,Private investment (I<sub>t</sub>),-0.13
32,Full model,Private investment (I<sub>t</sub>),-0.125
33,Full model,Private investment (I<sub>t</sub>),-0.121
34,Full model,Private investment (I<sub>t</sub>),-0.118
35,Full model,Private investment (I<sub>t</sub>),-0.116
36,Full model,Private investment (I<sub>t</sub>),-0.114
37,Full model,Private investment (I<sub>t</sub>),-0.112
38,Full model,Private investment (I<sub>t</sub>),-0.11
39,Full model,Private investment (I<sub>t</sub>),-0.109
40,Full model,Private investment (I<sub>t</sub>),-0.108
41,Full model,Private investment (I<sub>t</sub>),-0.107
42,Full model,Private investment (I<sub>t</sub>),-0.106
43,Full model,Private investment (I<sub>t</sub>),-0.106
44,Full model,Private investment (I<sub>t</sub>),-0.105
45,Full model,Private investment (I<sub>t</sub>),-0.105
46,Full model,Private investment (I<sub>t</sub>),-0.105
47,Full model,Private investment (I<sub>t</sub>),-0.104
48,Full model,Private investment (I<sub>t</sub>),-0.104
49,Full model,Private investment (I<sub>t</sub>),-0.103
50,Full model,Private investment (I<sub>t</sub>),-0.103
51,Full model,Private investment (I<sub>t</sub>),-0.103
52,Full model,Private investment (I<sub>t</sub>),-0.102
53,Full model,Private investment (I<sub>t</sub>),-0.102
54,Full model,Private investment (I<sub>t</sub>),-0.102
55,Full model,Private investment (I<sub>t</sub>),-0.101
56,Full model,Private investment (I<sub>t</sub>),-0.101
57,Full model,Private investment (I<sub>t</sub>),-0.1
58,Full model,Private investment (I<sub>t</sub>),-0.1
59,Full model,Private investment (I<sub>t</sub>),-0.099
60,Full model,Private investment (I<sub>t</sub>),-0.099
61,Full model,Private investment (I<sub>t</sub>),-0.098
62,Full model,Private investment (I<sub>t</sub>),-0.098
63,Full model,Private investment (I<sub>t</sub>),-0.097
64,Full model,Private investment (I<sub>t</sub>),-0.096
65,Full model,Private investment (I<sub>t</sub>),-0.096
66,Full model,Private investment (I<sub>t</sub>),-0.095
67,Full model,Private investment (I<sub>t</sub>),-0.094
68,Full model,Private investment (I<sub>t</sub>),-0.094
69,Full model,Private investment (I<sub>t</sub>),-0.093
70,Full model,Private investment (I<sub>t</sub>),-0.092
71,Full model,Private investment (I<sub>t</sub>),-0.091
72,Full model,Private investment (I<sub>t</sub>),-0.091
73,Full model,Private investment (I<sub>t</sub>),-0.09
74,Full model,Private investment (I<sub>t</sub>),-0.089
75,Full model,Private investment (I<sub>t</sub>),-0.088
76,Full model,Private investment (I<sub>t</sub>),-0.087
77,Full model,Private investment (I<sub>t</sub>),-0.086
78,Full model,Private investment (I<sub>t</sub>),-0.085
79,Full model,Private investment (I<sub>t</sub>),-0.085
80,Full model,Private investment (I<sub>t</sub>),-0.084
81,Full model,Private investment (I<sub>t</sub>),-0.083
82,Full model,Private investment (I<sub>t</sub>),-0.082
83,Full model,Private investment (I<sub>t</sub>),-0.081
84,Full model,Private investment (I<sub>t</sub>),-0.08
85,Full model,Private investment (I<sub>t</sub>),-0.079
86,Full model,Private investment (I<sub>t</sub>),-0.078
87,Full model,Private investment (I<sub>t</sub>),-0.078
88,Full model,Private investment (I<sub>t</sub>),-0.077
89,Full model,Private investment (I<sub>t</sub>),-0.076
90,Full model,Private investment (I<sub>t</sub>),-0.075
91,Full model,Private investment (I<sub>t</sub>),-0.074
92,Full model,Private investment (I<sub>t</sub>),-0.073
93,Full model,Private investment (I<sub>t</sub>),-0.072
94,Full model,Private investment (I<sub>t</sub>),-0.071
95,Full model,Private investment (I<sub>t</sub>),-0.071
96,Full model,Private investment (I<sub>t</sub>),-0.07
97,Full model,Private investment (I<sub>t</sub>),-0.069
98,Full model,Private investment (I<sub>t</sub>),-0.068
99,Full model,Private investment (I<sub>t</sub>),-0.067
100,Full model,Private investment (I<sub>t</sub>),-0.066
1,No endogenous technology,Private investment (I<sub>t</sub>),-1.396
2,No endogenous technology,Private investment (I<sub>t</sub>),-2.314
3,No endogenous technology,Private investment (I<sub>t</sub>),-2.019
4,No endogenous technology,Private investment (I<sub>t</sub>),-1.787
5,No endogenous technology,Private investment (I<sub>t</sub>),-1.59
6,No endogenous technology,Private investment (I<sub>t</sub>),-1.416
7,No endogenous technology,Private investment (I<sub>t</sub>),-1.262
8,No endogenous technology,Private investment (I<sub>t</sub>),-1.124
9,No endogenous technology,Private investment (I<sub>t</sub>),-1.0
10,No endogenous technology,Private investment (I<sub>t</sub>),-0.89
11,No endogenous technology,Private investment (I<sub>t</sub>),-0.791
12,No endogenous technology,Private investment (I<sub>t</sub>),-0.703
13,No endogenous technology,Private investment (I<sub>t</sub>),-0.624
14,No endogenous technology,Private investment (I<sub>t</sub>),-0.554
15,No endogenous technology,Private investment (I<sub>t</sub>),-0.491
16,No endogenous technology,Private investment (I<sub>t</sub>),-0.435
17,No endogenous technology,Private investment (I<sub>t</sub>),-0.386
18,No endogenous technology,Private investment (I<sub>t</sub>),-0.341
19,No endogenous technology,Private investment (I<sub>t</sub>),-0.302
20,No endogenous technology,Private investment (I<sub>t</sub>),-0.266
21,No endogenous technology,Private investment (I<sub>t</sub>),-0.235
22,No endogenous technology,Private investment (I<sub>t</sub>),-0.207
23,No endogenous technology,Private investment (I<sub>t</sub>),-0.182
24,No endogenous technology,Private investment (I<sub>t</sub>),-0.16
25,No endogenous technology,Private investment (I<sub>t</sub>),-0.141
26,No endogenous technology,Private investment (I<sub>t</sub>),-0.124
27,No endogenous technology,Private investment (I<sub>t</sub>),-0.108
28,No endogenous technology,Private investment (I<sub>t</sub>),-0.095
29,No endogenous technology,Private investment (I<sub>t</sub>),-0.083
30,No endogenous technology,Private investment (I<sub>t</sub>),-0.072
31,No endogenous technology,Private investment (I<sub>t</sub>),-0.063
32,No endogenous technology,Private investment (I<sub>t</sub>),-0.055
33,No endogenous technology,Private investment (I<sub>t</sub>),-0.048
34,No endogenous technology,Private investment (I<sub>t</sub>),-0.042
35,No endogenous technology,Private investment (I<sub>t</sub>),-0.036
36,No endogenous technology,Private investment (I<sub>t</sub>),-0.031
37,No endogenous technology,Private investment (I<sub>t</sub>),-0.027
38,No endogenous technology,Private investment (I<sub>t</sub>),-0.023
39,No endogenous technology,Private investment (I<sub>t</sub>),-0.02
40,No endogenous technology,Private investment (I<sub>t</sub>),-0.017
41,No endogenous technology,Private investment (I<sub>t</sub>),-0.015
42,No endogenous technology,Private investment (I<sub>t</sub>),-0.013
43,No endogenous technology,Private investment (I<sub>t</sub>),-0.011
44,No endogenous technology,Private investment (I<sub>t</sub>),-0.01
45,No endogenous technology,Private investment (I<sub>t</sub>),-0.008
46,No endogenous technology,Private investment (I<sub>t</sub>),-0.007
47,No endogenous technology,Private investment (I<sub>t</sub>),-0.006
48,No endogenous technology,Private investment (I<sub>t</sub>),-0.006
49,No endogenous technology,Private investment (I<sub>t</sub>),-0.005
50,No endogenous technology,Private investment (I<sub>t</sub>),-0.004
51,No endogenous technology,Private investment (I<sub>t</sub>),-0.004
52,No endogenous technology,Private investment (I<sub>t</sub>),-0.004
53,No endogenous technology,Private investment (I<sub>t</sub>),-0.003
54,No endogenous technology,Private investment (I<sub>t</sub>),-0.003
55,No endogenous technology,Private investment (I<sub>t</sub>),-0.003
56,No endogenous technology,Private investment (I<sub>t</sub>),-0.003
57,No endogenous technology,Private investment (I<sub>t</sub>),-0.003
58,No endogenous technology,Private investment (I<sub>t</sub>),-0.003
59,No endogenous technology,Private investment (I<sub>t</sub>),-0.003
60,No endogenous technology,Private investment (I<sub>t</sub>),-0.003
61,No endogenous technology,Private investment (I<sub>t</sub>),-0.003
62,No endogenous technology,Private investment (I<sub>t</sub>),-0.003
63,No endogenous technology,Private investment (I<sub>t</sub>),-0.003
64,No endogenous technology,Private investment (I<sub>t</sub>),-0.003
65,No endogenous technology,Private investment (I<sub>t</sub>),-0.003
66,No endogenous technology,Private investment (I<sub>t</sub>),-0.003
67,No endogenous technology,Private investment (I<sub>t</sub>),-0.003
68,No endogenous technology,Private investment (I<sub>t</sub>),-0.004
69,No endogenous technology,Private investment (I<sub>t</sub>),-0.004
70,No endogenous technology,Private investment (I<sub>t</sub>),-0.004
71,No endogenous technology,Private investment (I<sub>t</sub>),-0.004
72,No endogenous technology,Private investment (I<sub>t</sub>),-0.004
73,No endogenous technology,Private investment (I<sub>t</sub>),-0.004
74,No endogenous technology,Private investment (I<sub>t</sub>),-0.004
75,No endogenous technology,Private investment (I<sub>t</sub>),-0.004
76,No endogenous technology,Private investment (I<sub>t</sub>),-0.004
77,No endogenous technology,Private investment (I<sub>t</sub>),-0.004
78,No endogenous technology,Private investment (I<sub>t</sub>),-0.004
79,No endogenous technology,Private investment (I<sub>t</sub>),-0.004
80,No endogenous technology,Private investment (I<sub>t</sub>),-0.004
