horizon_quarter,experiment,variable,pct_dev
63,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.004
64,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.011
65,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.017
66,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.023
67,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.029
68,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.035
69,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.042
70,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.048
71,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.054
72,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.06
73,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.066
74,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.072
75,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.079
76,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.085
77,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.091
78,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.097
79,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.103
80,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.109
81,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.115
82,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.121
83,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.127
84,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.133
85,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.138
86,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.144
87,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.15
88,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.155
89,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.161
90,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.166
91,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.172
92,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.177
93,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.183
94,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.188
95,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.193
96,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.198
97,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.202
98,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.207
99,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.211
100,AE: R&D spending,Labor supply (L<sub>t</sub>),-0.216
1,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.016
2,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.017
3,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.019
4,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.021
5,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.024
6,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.028
7,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.031
8,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.035
9,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.039
10,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.043
11,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.048
12,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.052
13,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.057
14,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.062
15,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.067
16,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.072
17,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.077
18,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.082
19,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.087
20,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.092
21,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.097
22,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.102
23,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.107
24,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.112
25,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.117
26,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.122
27,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.127
28,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.132
29,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.137
30,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.142
31,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.147
32,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.152
33,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.156
34,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.161
35,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.166
36,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.17
37,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.175
38,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.179
39,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.183
40,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.188
41,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.192
42,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.196
43,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.2
44,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.204
45,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.208
46,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.211
47,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.215
48,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.219
49,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.222
50,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.226
51,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.229
52,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.233
53,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.236
54,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.239
55,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.242
56,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.246
57,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.249
58,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.252
59,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.254
60,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.257
61,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.26
62,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.263
63,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.265
64,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.268
65,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.27
66,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.273
67,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.275
68,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.278
69,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.28
70,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.282
71,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.284
72,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.286
73,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.288
74,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.29
75,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.292
76,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.294
77,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.296
78,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.298
79,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.299
80,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.301
81,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.303
82,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.304
83,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.306
84,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.307
85,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.309
86,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.31
87,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.311
88,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.313
89,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.314
90,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.315
91,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.317
92,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.318
93,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.319
94,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.32
95,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.321
96,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.323
97,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.324
98,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.325
99,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.326
100,AE: Infrastructure investment,Human capital stock (H<sub>t</sub>),-0.327
1,AE: Human capital investment,Human capital stock (H<sub>t</sub>),-0.058
2,AE: Human capital investment,Human capital stock (H<sub>t</sub>),-0.09
3,AE: Human capital investment,Human capital stock (H<sub>t</sub>),-0.114
4,AE: Human capital investment,Human capital stock (H<sub>t</sub>),-0.129
5,AE: Human capital investment,Human capital stock (H<sub>t</sub>),-0.136
6,AE: Human capital investment,Human capital stock (H<sub>t</sub>),-0.135
7,AE: Human capital investment,Human capital stock (H<sub>t</sub>),-0.127
8,AE: Human capital investment,Human capital stock (H<sub>t</sub>),-0.113
9,AE: Human capital investment,Human capital stock (H<sub>t</sub>),-0.092
10,AE: Human capital investment,Human capital stock (H<sub>t</sub>),-0.066
11,AE: Human capital investment,Human capital stock (H<sub>t</sub>),-0.034
12,AE: Human capital investment,Human capital stock (H<sub>t</sub>),0.002
13,AE: Human capital investment,Human capital stock (H<sub>t</sub>),0.043
14,AE: Human capital investment,Human capital stock (H<sub>t</sub>),0.087
15,AE: Human capital investment,Human capital stock (H<sub>t</sub>),0.136
16,AE: Human capital investment,Human capital stock (H<sub>t</sub>),0.188
17,AE: Human capital investment,Human capital stock (H<sub>t</sub>),0.243
18,AE: Human capital investment,Human capital stock (H<sub>t</sub>),0.301
19,AE: Human capital investment,Human capital stock (H<sub>t</sub>),0.362
20,AE: Human capital investment,Human capital stock (H<sub>t</sub>),0.425
21,AE: Human capital investment,Human capital stock (H<sub>t</sub>),0.491
22,AE: Human capital investment,Human capital stock (H<sub>t</sub>),0.558
23,AE: Human capital investment,Human capital stock (H<sub>t</sub>),0.627
24,AE: Human capital investment,Human capital stock (H<sub>t</sub>),0.698
25,AE: Human capital investment,Human capital stock (H<sub>t</sub>),0.77
26,AE: Human capital investment,Human capital stock (H<sub>t</sub>),0.844
27,AE: Human capital investment,Human capital stock (H<sub>t</sub>),0.919
28,AE: Human capital investment,Human capital stock (H<sub>t</sub>),0.995
29,AE: Human capital investment,Human capital stock (H<sub>t</sub>),1.071
30,AE: Human capital investment,Human capital stock (H<sub>t</sub>),1.149
31,AE: Human capital investment,Human capital stock (H<sub>t</sub>),1.227
32,AE: Human capital investment,Human capital stock (H<sub>t</sub>),1.306
33,AE: Human capital investment,Human capital stock (H<sub>t</sub>),1.385
34,AE: Human capital investment,Human capital stock (H<sub>t</sub>),1.465
35,AE: Human capital investment,Human capital stock (H<sub>t</sub>),1.545
36,AE: Human capital investment,Human capital stock (H<sub>t</sub>),1.625
37,AE: Human capital investment,Human capital stock (H<sub>t</sub>),1.706
38,AE: Human capital investment,Human capital stock (H<sub>t</sub>),1.786
39,AE: Human capital investment,Human capital stock (H<sub>t</sub>),1.867
40,AE: Human capital investment,Human capital stock (H<sub>t</sub>),1.948
41,AE: Human capital investment,Human capital stock (H<sub>t</sub>),2.028
42,AE: Human capital investment,Human capital stock (H<sub>t</sub>),2.109
43,AE: Human capital investment,Human capital stock (H<sub>t</sub>),2.189
44,AE: Human capital investment,Human capital stock (H<sub>t</sub>),2.269
45,AE: Human capital investment,Human capital stock (H<sub>t</sub>),2.349
46,AE: Human capital investment,Human capital stock (H<sub>t</sub>),2.429
47,AE: Human capital investment,Human capital stock (H<sub>t</sub>),2.508
48,AE: Human capital investment,Human capital stock (H<sub>t</sub>),2.587
49,AE: Human capital investment,Human capital stock (H<sub>t</sub>),2.666
50,AE: Human capital investment,Human capital stock (H<sub>t</sub>),2.744
51,AE: Human capital investment,Human capital stock (H<sub>t</sub>),2.822
52,AE: Human capital investment,Human capital stock (H<sub>t</sub>),2.899
53,AE: Human capital investment,Human capital stock (H<sub>t</sub>),2.976
54,AE: Human capital investment,Human capital stock (H<sub>t</sub>),3.053
55,AE: Human capital investment,Human capital stock (H<sub>t</sub>),3.129
56,AE: Human capital investment,Human capital stock (H<sub>t</sub>),3.205
57,AE: Human capital investment,Human capital stock (H<sub>t</sub>),3.28
58,AE: Human capital investment,Human capital stock (H<sub>t</sub>),3.354
59,AE: Human capital investment,Human capital stock (H<sub>t</sub>),3.428
60,AE: Human capital investment,Human capital stock (H<sub>t</sub>),3.502
61,AE: Human capital investment,Human capital stock (H<sub>t</sub>),3.575
62,AE: Human capital investment,Human capital stock (H<sub>t</sub>),3.648
63,AE: Human capital investment,Human capital stock (H<sub>t</sub>),3.72
64,AE: Human capital investment,Human capital stock (H<sub>t</sub>),3.791
65,AE: Human capital investment,Human capital stock (H<sub>t</sub>),3.862
66,AE: Human capital investment,Human capital stock (H<sub>t</sub>),3.933
67,AE: Human capital investment,Human capital stock (H<sub>t</sub>),4.003
68,AE: Human capital investment,Human capital stock (H<sub>t</sub>),4.072
69,AE: Human capital investment,Human capital stock (H<sub>t</sub>),4.141
70,AE: Human capital investment,Human capital stock (H<sub>t</sub>),4.209
71,AE: Human capital investment,Human capital stock (H<sub>t</sub>),4.277
72,AE: Human capital investment,Human capital stock (H<sub>t</sub>),4.344
73,AE: Human capital investment,Human capital stock (H<sub>t</sub>),4.411
74,AE: Human capital investment,Human capital stock (H<sub>t</sub>),4.477
75,AE: Human capital investment,Human capital stock (H<sub>t</sub>),4.543
76,AE: Human capital investment,Human capital stock (H<sub>t</sub>),4.608
77,AE: Human capital investment,Human capital stock (H<sub>t</sub>),4.673
78,AE: Human capital investment,Human capital stock (H<sub>t</sub>),4.737
79,AE: Human capital investment,Human capital stock (H<sub>t</sub>),4.801
80,AE: Human capital investment,Human capital stock (H<sub>t</sub>),4.864
81,AE: Human capital investment,Human capital stock (H<sub>t</sub>),4.927
82,AE: Human capital investment,Human capital stock (H<sub>t</sub>),4.989
83,AE: Human capital investment,Human capital stock (H<sub>t</sub>),5.051
84,AE: Human capital investment,Human capital stock (H<sub>t</sub>),5.112
85,AE: Human capital investment,Human capital stock (H<sub>t</sub>),5.173
86,AE: Human capital investment,Human capital stock (H<sub>t</sub>),5.233
87,AE: Human capital investment,Human capital stock (H<sub>t</sub>),5.293
88,AE: Human capital investment,Human capital stock (H<sub>t</sub>),5.353
89,AE: Human capital investment,Human capital stock (H<sub>t</sub>),5.412
90,AE: Human capital investment,Human capital stock (H<sub>t</sub>),5.471
91,AE: Human capital investment,Human capital stock (H<sub>t</sub>),5.529
92,AE: Human capital investment,Human capital stock (H<sub>t</sub>),5.587
93,AE: Human capital investment,Human capital stock (H<sub>t</sub>),5.644
94,AE: Human capital investment,Human capital stock (H<sub>t</sub>),5.701
95,AE: Human capital investment,Human capital stock (H<sub>t</sub>),5.758
96,AE: Human capital investment,Human capital stock (H<sub>t</sub>),5.814
97,AE: Human capital investment,Human capital stock (H<sub>t</sub>),5.87
98,AE: Human capital investment,Human capital stock (H<sub>t</sub>),5.926
99,AE: Human capital investment,Human capital stock (H<sub>t</sub>),5.981
100,AE: Human capital investment,Human capital stock (H<sub>t</sub>),6.036
1,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.013
2,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.015
3,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.017
4,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.019
5,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.02
6,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.021
7,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.023
8,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.024
9,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.026
10,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.029
11,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.032
12,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.035
13,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.038
14,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.042
15,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.047
16,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.051
17,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.056
18,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.062
19,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.067
20,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.073
21,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.078
22,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.084
23,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.09
24,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.097
25,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.103
26,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.109
27,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.116
28,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.122
29,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.129
30,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.135
31,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.141
32,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.148
33,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.154
34,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.16
35,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.166
36,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.173
37,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.179
38,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.185
39,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.191
40,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.196
41,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.202
42,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.208
43,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.213
44,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.219
45,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.224
46,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.229
47,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.234
48,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.239
49,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.244
50,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.249
51,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.253
52,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.258
53,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.262
54,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.267
55,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.271
56,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.275
57,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.279
58,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.283
59,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.287
60,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.29
61,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.294
62,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.298
63,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.301
64,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.304
65,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.307
66,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.311
67,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.314
68,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.316
69,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.319
70,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.322
71,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.325
72,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.327
73,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.33
74,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.332
75,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.335
76,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.337
77,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.339
78,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.341
79,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.343
80,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.345
81,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.347
82,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.349
83,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.351
84,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.353
85,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.354
86,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.356
87,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.358
88,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.359
89,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.36
90,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.362
91,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.363
92,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.365
93,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.366
94,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.367
95,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.368
96,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.369
97,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.37
98,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.371
99,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.373
100,AE: R&D spending,Human capital stock (H<sub>t</sub>),-0.374
1,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),0.406
2,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.296
3,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.254
4,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.228
5,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.207
6,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.19
7,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.175
8,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.162
9,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.151
10,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.142
11,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.134
12,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.127
13,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.121
14,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.117
15,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.114
16,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.111
17,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.11
18,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.109
19,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.109
20,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.11
21,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.111
22,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.113
23,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.115
24,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.118
25,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.121
26,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.125
27,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.129
28,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.133
29,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.138
30,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.143
31,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.148
32,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.153
33,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.159
34,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.164
35,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.17
36,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.176
37,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.182
38,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.189
39,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.195
40,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.202
41,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.208
42,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.215
43,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.221
44,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.228
45,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.235
46,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.242
47,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.249
48,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.255
49,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.262
50,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.269
51,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.276
52,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.283
53,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.29
54,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.297
55,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.304
56,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.311
57,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.317
58,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.324
59,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.331
60,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.338
61,AE: Infrastructure investment,Effective labor (N<sub>t</sub>),-0.345
