horizon_quarter,scenario,variable,pct_dev
15,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
16,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
17,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
18,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
19,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
20,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
21,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
22,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
23,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
24,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
25,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
26,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
27,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
28,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
29,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
30,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
31,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
32,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
33,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
34,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
35,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
36,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
37,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
38,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
39,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
40,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
41,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
42,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
43,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
44,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
45,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
46,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
47,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
48,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
49,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
50,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
51,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
52,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
53,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
54,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
55,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
56,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
57,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
58,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
59,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
60,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
61,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
62,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
63,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
64,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
65,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
66,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
67,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
68,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
69,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
70,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
71,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
72,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
73,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
74,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
75,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
76,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
77,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
78,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
79,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
80,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
81,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
82,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
83,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
84,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
85,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
86,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
87,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
88,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
89,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
90,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
91,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
92,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
93,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
94,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
95,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
96,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
97,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
98,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
99,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
100,Human-capital efficiency,Government spending (G<sub>t</sub>),-0.0
1,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.002
2,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.005
3,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.008
4,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.01
5,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.014
6,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.017
7,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.021
8,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.024
9,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.028
10,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.032
11,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.037
12,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.041
13,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.046
14,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.051
15,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.056
16,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.061
17,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.066
18,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.071
19,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.076
20,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.082
21,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.087
22,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.093
23,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.098
24,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.104
25,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.109
26,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.114
27,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.12
28,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.125
29,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.131
30,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.136
31,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.141
32,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.147
33,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.152
34,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.157
35,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.162
36,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.167
37,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.172
38,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.177
39,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.181
40,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.186
41,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.191
42,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.195
43,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.2
44,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.204
45,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.208
46,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.212
47,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.216
48,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.22
49,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.224
50,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.228
51,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.232
52,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.235
53,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.239
54,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.242
55,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.245
56,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.249
57,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.252
58,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.255
59,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.258
60,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.261
61,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.264
62,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.267
63,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.269
64,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.272
65,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.274
66,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.277
67,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.279
68,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.282
69,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.284
70,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.286
71,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.288
72,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.29
73,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.292
74,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.294
75,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.296
76,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.298
77,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.3
78,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.302
79,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.303
80,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.305
81,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.307
82,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.308
83,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.31
84,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.311
85,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.312
86,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.314
87,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.315
88,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.316
89,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.318
90,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.319
91,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.32
92,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.321
93,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.322
94,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.323
95,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.324
96,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.325
97,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.326
98,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.327
99,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.328
100,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.329
1,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.001
2,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.002
3,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.002
4,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.002
5,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.002
6,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.002
7,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.002
8,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.001
9,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.001
10,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.0
11,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.0
12,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.0
13,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.001
14,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.001
15,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.001
16,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.002
17,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.002
18,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.001
19,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.001
20,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.001
21,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.0
22,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.001
23,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.002
24,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.003
25,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.004
26,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.005
27,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.007
28,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.009
29,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.011
30,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.013
31,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.016
32,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.018
33,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.021
34,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.024
35,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.027
36,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.03
37,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.033
38,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.037
39,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.04
40,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.044
41,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.048
42,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.052
43,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.056
44,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.06
45,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.065
46,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.069
47,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.074
48,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.078
49,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.083
50,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.088
51,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.092
52,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.097
53,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.102
54,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.107
55,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.112
56,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.117
57,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.122
58,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.127
59,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.132
60,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.137
61,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.142
62,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.148
63,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.153
64,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.158
65,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.163
66,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.168
67,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.173
68,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.178
69,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.183
70,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.188
71,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.193
72,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.198
73,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.203
74,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.208
75,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.213
76,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.217
77,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.222
78,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.227
79,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.231
80,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.236
81,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.241
82,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.245
83,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.25
84,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.254
85,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.258
86,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.263
87,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.267
88,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.271
89,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.275
90,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.279
91,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.283
92,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.287
93,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.291
94,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.295
95,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.299
96,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.303
97,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.306
98,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.31
99,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.314
100,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.317
1,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),2.533
2,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),4.972
3,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),7.32
4,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),9.582
5,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),11.759
6,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),13.856
7,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),15.876
8,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),17.82
9,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),19.693
10,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),21.496
11,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),23.232
12,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),24.904
13,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),26.514
14,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),28.064
15,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),29.557
16,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),30.994
17,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),32.379
18,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),33.712
19,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),34.995
20,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),36.231
21,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),37.421
22,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),38.567
23,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),39.671
24,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),40.734
25,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),41.757
26,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),42.742
27,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),43.691
28,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),44.605
29,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),45.485
30,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),46.332
31,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),47.148
32,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),47.934
33,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),48.69
34,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),49.419
35,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),50.12
36,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),50.796
37,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),51.446
38,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),52.073
39,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),52.676
40,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),53.257
41,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),53.816
42,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),54.355
43,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),54.873
44,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),55.373
45,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),55.854
46,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),56.317
47,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),56.763
48,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),57.192
49,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),57.605
50,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),58.004
51,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),58.387
52,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),58.756
53,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),59.112
54,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),59.454
55,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),59.784
56,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),60.101
57,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),60.407
58,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),60.701
59,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),60.985
60,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),61.257
61,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),61.52
62,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),61.773
63,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),62.017
64,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),62.252
65,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),62.478
66,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),62.695
67,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),62.905
68,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),63.107
69,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),63.301
70,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),63.488
71,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),63.668
72,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),63.842
73,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),64.009
74,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),64.17
75,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),64.325
76,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),64.474
77,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),64.617
78,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),64.756
79,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),64.889
80,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),65.017
81,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),65.141
82,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),65.26
83,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),65.374
84,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),65.484
85,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),65.591
86,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),65.693
87,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),65.791
88,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),65.886
89,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),65.977
90,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),66.065
91,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),66.15
92,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),66.232
93,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),66.31
94,Infrastructure efficiency,Public infrastructure (K<sup>GI</sup><sub>t</sub>),66.386
