horizon_quarter,scenario,variable,pct_dev
1,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.846
2,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),-0.479
3,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),-0.206
4,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.041
5,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.275
6,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.498
7,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.714
8,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.921
9,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.121
10,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.315
11,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.502
12,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.683
13,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.859
14,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.029
15,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.193
16,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.353
17,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.507
18,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.657
19,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.802
20,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.943
21,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.079
22,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.211
23,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.339
24,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.464
25,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.584
26,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.701
27,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.814
28,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.923
29,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),4.03
30,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),4.133
31,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),4.233
32,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),4.329
33,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),4.423
34,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),4.514
35,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),4.602
36,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),4.687
37,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),4.77
38,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),4.85
39,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),4.927
40,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),5.002
41,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),5.075
42,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),5.145
43,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),5.214
44,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),5.28
45,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),5.344
46,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),5.406
47,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),5.466
48,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),5.524
49,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),5.58
50,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),5.635
51,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),5.687
52,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),5.738
53,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),5.788
54,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),5.836
55,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),5.882
56,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),5.927
57,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),5.97
58,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.013
59,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.053
60,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.093
61,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.131
62,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.168
63,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.204
64,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.238
65,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.272
66,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.304
67,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.336
68,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.366
69,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.396
70,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.424
71,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.452
72,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.478
73,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.504
74,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.529
75,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.554
76,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.577
77,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.6
78,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.622
79,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.643
80,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.664
81,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.684
82,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.703
83,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.722
84,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.74
85,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.757
86,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.774
87,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.791
88,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.807
89,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.822
90,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.837
91,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.851
92,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.865
93,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.879
94,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.892
95,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.905
96,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.917
97,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.929
98,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.94
99,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.952
100,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.962
1,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.92
2,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.012
3,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.882
4,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.739
5,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.604
6,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.483
7,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.377
8,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.287
9,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.21
10,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.148
11,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.098
12,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.061
13,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.035
14,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.02
15,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.015
16,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.02
17,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.034
18,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.057
19,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.087
20,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.125
21,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.17
22,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.222
23,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.279
24,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.342
25,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.411
26,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.484
27,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.562
28,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.644
29,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.73
30,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.819
31,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.912
32,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.007
33,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.106
34,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.206
35,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.309
36,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.414
37,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.521
38,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.629
39,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.739
40,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.85
41,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.962
42,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.074
43,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.188
44,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.302
45,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.416
46,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.531
47,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.645
48,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.76
49,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.875
50,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.989
51,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.104
52,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.218
53,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.331
54,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.444
55,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.556
56,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.668
57,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.779
58,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.889
59,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.998
60,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),4.106
61,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),4.213
62,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),4.319
63,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),4.425
64,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),4.529
65,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),4.632
66,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),4.734
67,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),4.834
68,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),4.934
69,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),5.032
70,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),5.129
71,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),5.224
72,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),5.319
73,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),5.412
74,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),5.504
75,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),5.594
76,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),5.683
77,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),5.771
78,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),5.857
79,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),5.942
80,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.026
81,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.109
82,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.19
83,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.269
84,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.348
85,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.425
86,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.501
87,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.575
88,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.648
89,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.72
90,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.791
91,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.86
92,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.928
93,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),6.995
94,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),7.06
95,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),7.124
96,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),7.187
97,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),7.249
98,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),7.31
99,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),7.369
100,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),7.428
1,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.188
2,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.167
3,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.17
4,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.193
5,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.234
6,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.289
7,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.358
8,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.438
9,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.528
10,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.627
11,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.734
12,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.847
13,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.965
14,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.088
15,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.214
16,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.344
17,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.475
18,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.609
19,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.744
20,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.879
21,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.015
22,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.15
23,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.285
24,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.42
25,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.553
26,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.685
27,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.816
28,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.945
29,Infrastructure efficiency,Consumption (C<sub>t</sub>),5.072
30,Infrastructure efficiency,Consumption (C<sub>t</sub>),5.198
31,Infrastructure efficiency,Consumption (C<sub>t</sub>),5.321
32,Infrastructure efficiency,Consumption (C<sub>t</sub>),5.442
33,Infrastructure efficiency,Consumption (C<sub>t</sub>),5.562
34,Infrastructure efficiency,Consumption (C<sub>t</sub>),5.678
35,Infrastructure efficiency,Consumption (C<sub>t</sub>),5.793
36,Infrastructure efficiency,Consumption (C<sub>t</sub>),5.905
37,Infrastructure efficiency,Consumption (C<sub>t</sub>),6.015
38,Infrastructure efficiency,Consumption (C<sub>t</sub>),6.123
39,Infrastructure efficiency,Consumption (C<sub>t</sub>),6.228
40,Infrastructure efficiency,Consumption (C<sub>t</sub>),6.33
41,Infrastructure efficiency,Consumption (C<sub>t</sub>),6.431
42,Infrastructure efficiency,Consumption (C<sub>t</sub>),6.529
43,Infrastructure efficiency,Consumption (C<sub>t</sub>),6.624
44,Infrastructure efficiency,Consumption (C<sub>t</sub>),6.717
45,Infrastructure efficiency,Consumption (C<sub>t</sub>),6.808
46,Infrastructure efficiency,Consumption (C<sub>t</sub>),6.896
47,Infrastructure efficiency,Consumption (C<sub>t</sub>),6.983
48,Infrastructure efficiency,Consumption (C<sub>t</sub>),7.066
49,Infrastructure efficiency,Consumption (C<sub>t</sub>),7.148
50,Infrastructure efficiency,Consumption (C<sub>t</sub>),7.227
51,Infrastructure efficiency,Consumption (C<sub>t</sub>),7.305
52,Infrastructure efficiency,Consumption (C<sub>t</sub>),7.38
53,Infrastructure efficiency,Consumption (C<sub>t</sub>),7.453
54,Infrastructure efficiency,Consumption (C<sub>t</sub>),7.524
55,Infrastructure efficiency,Consumption (C<sub>t</sub>),7.593
56,Infrastructure efficiency,Consumption (C<sub>t</sub>),7.66
57,Infrastructure efficiency,Consumption (C<sub>t</sub>),7.725
58,Infrastructure efficiency,Consumption (C<sub>t</sub>),7.789
59,Infrastructure efficiency,Consumption (C<sub>t</sub>),7.85
60,Infrastructure efficiency,Consumption (C<sub>t</sub>),7.91
61,Infrastructure efficiency,Consumption (C<sub>t</sub>),7.968
62,Infrastructure efficiency,Consumption (C<sub>t</sub>),8.024
63,Infrastructure efficiency,Consumption (C<sub>t</sub>),8.079
64,Infrastructure efficiency,Consumption (C<sub>t</sub>),8.132
65,Infrastructure efficiency,Consumption (C<sub>t</sub>),8.183
66,Infrastructure efficiency,Consumption (C<sub>t</sub>),8.233
67,Infrastructure efficiency,Consumption (C<sub>t</sub>),8.281
68,Infrastructure efficiency,Consumption (C<sub>t</sub>),8.328
69,Infrastructure efficiency,Consumption (C<sub>t</sub>),8.374
70,Infrastructure efficiency,Consumption (C<sub>t</sub>),8.418
71,Infrastructure efficiency,Consumption (C<sub>t</sub>),8.461
72,Infrastructure efficiency,Consumption (C<sub>t</sub>),8.502
73,Infrastructure efficiency,Consumption (C<sub>t</sub>),8.542
74,Infrastructure efficiency,Consumption (C<sub>t</sub>),8.581
75,Infrastructure efficiency,Consumption (C<sub>t</sub>),8.619
76,Infrastructure efficiency,Consumption (C<sub>t</sub>),8.656
77,Infrastructure efficiency,Consumption (C<sub>t</sub>),8.691
78,Infrastructure efficiency,Consumption (C<sub>t</sub>),8.726
79,Infrastructure efficiency,Consumption (C<sub>t</sub>),8.759
80,Infrastructure efficiency,Consumption (C<sub>t</sub>),8.792
81,Infrastructure efficiency,Consumption (C<sub>t</sub>),8.823
82,Infrastructure efficiency,Consumption (C<sub>t</sub>),8.853
83,Infrastructure efficiency,Consumption (C<sub>t</sub>),8.883
84,Infrastructure efficiency,Consumption (C<sub>t</sub>),8.911
85,Infrastructure efficiency,Consumption (C<sub>t</sub>),8.939
86,Infrastructure efficiency,Consumption (C<sub>t</sub>),8.966
87,Infrastructure efficiency,Consumption (C<sub>t</sub>),8.992
88,Infrastructure efficiency,Consumption (C<sub>t</sub>),9.017
89,Infrastructure efficiency,Consumption (C<sub>t</sub>),9.041
90,Infrastructure efficiency,Consumption (C<sub>t</sub>),9.065
91,Infrastructure efficiency,Consumption (C<sub>t</sub>),9.087
92,Infrastructure efficiency,Consumption (C<sub>t</sub>),9.109
93,Infrastructure efficiency,Consumption (C<sub>t</sub>),9.131
94,Infrastructure efficiency,Consumption (C<sub>t</sub>),9.152
95,Infrastructure efficiency,Consumption (C<sub>t</sub>),9.172
96,Infrastructure efficiency,Consumption (C<sub>t</sub>),9.191
97,Infrastructure efficiency,Consumption (C<sub>t</sub>),9.21
98,Infrastructure efficiency,Consumption (C<sub>t</sub>),9.228
99,Infrastructure efficiency,Consumption (C<sub>t</sub>),9.246
100,Infrastructure efficiency,Consumption (C<sub>t</sub>),9.263
1,Human-capital efficiency,Consumption (C<sub>t</sub>),1.057
2,Human-capital efficiency,Consumption (C<sub>t</sub>),1.081
3,Human-capital efficiency,Consumption (C<sub>t</sub>),1.101
4,Human-capital efficiency,Consumption (C<sub>t</sub>),1.115
5,Human-capital efficiency,Consumption (C<sub>t</sub>),1.124
6,Human-capital efficiency,Consumption (C<sub>t</sub>),1.129
7,Human-capital efficiency,Consumption (C<sub>t</sub>),1.131
8,Human-capital efficiency,Consumption (C<sub>t</sub>),1.132
9,Human-capital efficiency,Consumption (C<sub>t</sub>),1.132
10,Human-capital efficiency,Consumption (C<sub>t</sub>),1.133
11,Human-capital efficiency,Consumption (C<sub>t</sub>),1.136
12,Human-capital efficiency,Consumption (C<sub>t</sub>),1.14
13,Human-capital efficiency,Consumption (C<sub>t</sub>),1.147
14,Human-capital efficiency,Consumption (C<sub>t</sub>),1.158
15,Human-capital efficiency,Consumption (C<sub>t</sub>),1.172
16,Human-capital efficiency,Consumption (C<sub>t</sub>),1.191
17,Human-capital efficiency,Consumption (C<sub>t</sub>),1.213
18,Human-capital efficiency,Consumption (C<sub>t</sub>),1.24
19,Human-capital efficiency,Consumption (C<sub>t</sub>),1.272
20,Human-capital efficiency,Consumption (C<sub>t</sub>),1.309
21,Human-capital efficiency,Consumption (C<sub>t</sub>),1.35
22,Human-capital efficiency,Consumption (C<sub>t</sub>),1.396
23,Human-capital efficiency,Consumption (C<sub>t</sub>),1.448
24,Human-capital efficiency,Consumption (C<sub>t</sub>),1.503
25,Human-capital efficiency,Consumption (C<sub>t</sub>),1.564
26,Human-capital efficiency,Consumption (C<sub>t</sub>),1.63
27,Human-capital efficiency,Consumption (C<sub>t</sub>),1.699
28,Human-capital efficiency,Consumption (C<sub>t</sub>),1.774
29,Human-capital efficiency,Consumption (C<sub>t</sub>),1.852
30,Human-capital efficiency,Consumption (C<sub>t</sub>),1.935
31,Human-capital efficiency,Consumption (C<sub>t</sub>),2.022
32,Human-capital efficiency,Consumption (C<sub>t</sub>),2.113
33,Human-capital efficiency,Consumption (C<sub>t</sub>),2.207
34,Human-capital efficiency,Consumption (C<sub>t</sub>),2.305
35,Human-capital efficiency,Consumption (C<sub>t</sub>),2.406
36,Human-capital efficiency,Consumption (C<sub>t</sub>),2.51
37,Human-capital efficiency,Consumption (C<sub>t</sub>),2.617
38,Human-capital efficiency,Consumption (C<sub>t</sub>),2.727
39,Human-capital efficiency,Consumption (C<sub>t</sub>),2.839
40,Human-capital efficiency,Consumption (C<sub>t</sub>),2.954
41,Human-capital efficiency,Consumption (C<sub>t</sub>),3.07
42,Human-capital efficiency,Consumption (C<sub>t</sub>),3.189
43,Human-capital efficiency,Consumption (C<sub>t</sub>),3.31
44,Human-capital efficiency,Consumption (C<sub>t</sub>),3.433
45,Human-capital efficiency,Consumption (C<sub>t</sub>),3.557
46,Human-capital efficiency,Consumption (C<sub>t</sub>),3.682
47,Human-capital efficiency,Consumption (C<sub>t</sub>),3.808
48,Human-capital efficiency,Consumption (C<sub>t</sub>),3.936
49,Human-capital efficiency,Consumption (C<sub>t</sub>),4.064
50,Human-capital efficiency,Consumption (C<sub>t</sub>),4.193
51,Human-capital efficiency,Consumption (C<sub>t</sub>),4.323
52,Human-capital efficiency,Consumption (C<sub>t</sub>),4.453
53,Human-capital efficiency,Consumption (C<sub>t</sub>),4.584
54,Human-capital efficiency,Consumption (C<sub>t</sub>),4.714
55,Human-capital efficiency,Consumption (C<sub>t</sub>),4.845
56,Human-capital efficiency,Consumption (C<sub>t</sub>),4.976
57,Human-capital efficiency,Consumption (C<sub>t</sub>),5.107
58,Human-capital efficiency,Consumption (C<sub>t</sub>),5.237
59,Human-capital efficiency,Consumption (C<sub>t</sub>),5.368
60,Human-capital efficiency,Consumption (C<sub>t</sub>),5.498
61,Human-capital efficiency,Consumption (C<sub>t</sub>),5.627
62,Human-capital efficiency,Consumption (C<sub>t</sub>),5.756
63,Human-capital efficiency,Consumption (C<sub>t</sub>),5.884
64,Human-capital efficiency,Consumption (C<sub>t</sub>),6.011
65,Human-capital efficiency,Consumption (C<sub>t</sub>),6.138
66,Human-capital efficiency,Consumption (C<sub>t</sub>),6.263
67,Human-capital efficiency,Consumption (C<sub>t</sub>),6.388
68,Human-capital efficiency,Consumption (C<sub>t</sub>),6.512
69,Human-capital efficiency,Consumption (C<sub>t</sub>),6.635
70,Human-capital efficiency,Consumption (C<sub>t</sub>),6.756
71,Human-capital efficiency,Consumption (C<sub>t</sub>),6.877
72,Human-capital efficiency,Consumption (C<sub>t</sub>),6.996
73,Human-capital efficiency,Consumption (C<sub>t</sub>),7.114
74,Human-capital efficiency,Consumption (C<sub>t</sub>),7.231
75,Human-capital efficiency,Consumption (C<sub>t</sub>),7.347
76,Human-capital efficiency,Consumption (C<sub>t</sub>),7.461
77,Human-capital efficiency,Consumption (C<sub>t</sub>),7.574
78,Human-capital efficiency,Consumption (C<sub>t</sub>),7.685
79,Human-capital efficiency,Consumption (C<sub>t</sub>),7.796
80,Human-capital efficiency,Consumption (C<sub>t</sub>),7.904
81,Human-capital efficiency,Consumption (C<sub>t</sub>),8.012
82,Human-capital efficiency,Consumption (C<sub>t</sub>),8.118
83,Human-capital efficiency,Consumption (C<sub>t</sub>),8.222
84,Human-capital efficiency,Consumption (C<sub>t</sub>),8.325
85,Human-capital efficiency,Consumption (C<sub>t</sub>),8.427
86,Human-capital efficiency,Consumption (C<sub>t</sub>),8.527
