year,duration,variable,pct_dev
2030.5,ρ = 0.5,Consumption (C<sub>t</sub>),-0.0
2030.75,ρ = 0.5,Consumption (C<sub>t</sub>),-0.0
2031.0,ρ = 0.5,Consumption (C<sub>t</sub>),-0.0
2031.25,ρ = 0.5,Consumption (C<sub>t</sub>),-0.0
2031.5,ρ = 0.5,Consumption (C<sub>t</sub>),-0.0
2031.75,ρ = 0.5,Consumption (C<sub>t</sub>),-0.0
2032.0,ρ = 0.5,Consumption (C<sub>t</sub>),-0.0
2032.25,ρ = 0.5,Consumption (C<sub>t</sub>),-0.0
2032.5,ρ = 0.5,Consumption (C<sub>t</sub>),-0.0
2032.75,ρ = 0.5,Consumption (C<sub>t</sub>),-0.0
2033.0,ρ = 0.5,Consumption (C<sub>t</sub>),-0.0
2033.25,ρ = 0.5,Consumption (C<sub>t</sub>),-0.0
2033.5,ρ = 0.5,Consumption (C<sub>t</sub>),-0.0
2033.75,ρ = 0.5,Consumption (C<sub>t</sub>),-0.0
2034.0,ρ = 0.5,Consumption (C<sub>t</sub>),-0.0
2034.25,ρ = 0.5,Consumption (C<sub>t</sub>),-0.0
2034.5,ρ = 0.5,Consumption (C<sub>t</sub>),-0.0
2034.75,ρ = 0.5,Consumption (C<sub>t</sub>),-0.0
2035.0,ρ = 0.5,Consumption (C<sub>t</sub>),-0.0
2035.25,ρ = 0.5,Consumption (C<sub>t</sub>),-0.0
2035.5,ρ = 0.5,Consumption (C<sub>t</sub>),-0.0
2035.75,ρ = 0.5,Consumption (C<sub>t</sub>),-0.0
2036.0,ρ = 0.5,Consumption (C<sub>t</sub>),-0.0
2036.25,ρ = 0.5,Consumption (C<sub>t</sub>),-0.0
2036.5,ρ = 0.5,Consumption (C<sub>t</sub>),-0.0
2036.75,ρ = 0.5,Consumption (C<sub>t</sub>),-0.0
2037.0,ρ = 0.5,Consumption (C<sub>t</sub>),-0.0
2025.0,ρ = 0.9,Consumption (C<sub>t</sub>),0.0
2025.25,ρ = 0.9,Consumption (C<sub>t</sub>),-0.673
2025.5,ρ = 0.9,Consumption (C<sub>t</sub>),-0.608
2025.75,ρ = 0.9,Consumption (C<sub>t</sub>),-0.548
2026.0,ρ = 0.9,Consumption (C<sub>t</sub>),-0.494
2026.25,ρ = 0.9,Consumption (C<sub>t</sub>),-0.445
