"ref_area","source","indicator","time","obs_value","obs_status","best_source"
"AFG","XA:2198","SDG_1041_NOC_RT","2026",40.749,"I",1
"AFG","XA:2198","SDG_1041_NOC_RT","2025",40.771,"I",1
"AFG","XA:2198","SDG_1041_NOC_RT","2024",40.823,"I",1
"AFG","XA:2198","SDG_1041_NOC_RT","2023",40.762,"I",1
"AFG","XA:2198","SDG_1041_NOC_RT","2022",41.456,"I",1
"AFG","XA:2198","SDG_1041_NOC_RT","2021",40.176,"I",1
"AFG","XA:2198","SDG_1041_NOC_RT","2020",40.252,"I",1
"AFG","XA:2198","SDG_1041_NOC_RT","2019",40.851,"I",1
"AFG","XA:2198","SDG_1041_NOC_RT","2018",41.067,"I",1
"AFG","XA:2198","SDG_1041_NOC_RT","2017",40.967,"I",1
"AFG","XA:2198","SDG_1041_NOC_RT","2016",41.114,"I",1
"AFG","XA:2198","SDG_1041_NOC_RT","2015",41.271,"I",1
"AFG","XA:2198","SDG_1041_NOC_RT","2014",41.274,"I",1
"AFG","XA:2198","SDG_1041_NOC_RT","2013",41.164,"I",1
"AFG","XA:2198","SDG_1041_NOC_RT","2012",40.761,"I",1
"AFG","XA:2198","SDG_1041_NOC_RT","2011",41.817,"I",1
"AFG","XA:2198","SDG_1041_NOC_RT","2010",40.958,"I",1
"AFG","XA:2198","SDG_1041_NOC_RT","2009",40.654,"I",1
"AFG","XA:2198","SDG_1041_NOC_RT","2008",42.157,"I",1
"AFG","XA:2198","SDG_1041_NOC_RT","2007",41.502,"I",1
"AFG","XA:2198","SDG_1041_NOC_RT","2006",42.211,"I",1
"AFG","XA:2198","SDG_1041_NOC_RT","2005",41.847,"I",1
"AFG","XA:2198","SDG_1041_NOC_RT","2004",42.64,"I",1
"AGO","XA:2010","SDG_1041_NOC_RT","2026",43.973,"I",1
"AGO","XA:2010","SDG_1041_NOC_RT","2025",43.971,"I",1
"AGO","XA:2010","SDG_1041_NOC_RT","2024",43.598,"I",1
"AGO","XA:2010","SDG_1041_NOC_RT","2023",44.294,"I",1
"AGO","XA:2010","SDG_1041_NOC_RT","2022",44.005,"I",1
"AGO","XA:2010","SDG_1041_NOC_RT","2021",43.674,"I",1
"AGO","XA:2010","SDG_1041_NOC_RT","2020",44.333,"I",1
"AGO","XA:2010","SDG_1041_NOC_RT","2019",43.994,"I",1
"AGO","XA:2010","SDG_1041_NOC_RT","2018",43.953,"I",1
"AGO","XA:2010","SDG_1041_NOC_RT","2017",43.11,"I",1
"AGO","XA:2010","SDG_1041_NOC_RT","2016",42.473,"I",1
"AGO","XA:2010","SDG_1041_NOC_RT","2015",45.851,"I",1
"AGO","XA:2010","SDG_1041_NOC_RT","2014",38.235,"I",1
"AGO","XA:2010","SDG_1041_NOC_RT","2013",41.439,"I",1
"AGO","XA:2010","SDG_1041_NOC_RT","2012",44.074,"I",1
"AGO","XA:2010","SDG_1041_NOC_RT","2011",46.131,"I",1
"AGO","XA:2010","SDG_1041_NOC_RT","2010",46.363,"I",1
"AGO","XA:2010","SDG_1041_NOC_RT","2009",59.971,"I",1
"AGO","XA:2010","SDG_1041_NOC_RT","2008",41.522,"I",1
"AGO","XA:2010","SDG_1041_NOC_RT","2007",39.48,"I",1
"AGO","XA:2010","SDG_1041_NOC_RT","2006",38.387,"I",1
"AGO","XA:2010","SDG_1041_NOC_RT","2005",37.795,"I",1
"AGO","XA:2010","SDG_1041_NOC_RT","2004",45.122,"I",1
"ALB","XA:2137","SDG_1041_NOC_RT","2026",44.49,"M",1
"ALB","XA:2137","SDG_1041_NOC_RT","2025",44.539,"M",1
"ALB","XA:2137","SDG_1041_NOC_RT","2024",44.355,"M",1
"ALB","XA:2137","SDG_1041_NOC_RT","2023",44.359,"M",1
"ALB","XA:2137","SDG_1041_NOC_RT","2022",44.221,"M",1
"ALB","XA:2137","SDG_1041_NOC_RT","2021",43.166,"M",1
"ALB","XA:2137","SDG_1041_NOC_RT","2020",45.55,"NA",1
"ALB","XA:2137","SDG_1041_NOC_RT","2019",44.136,"NA",1
"ALB","XA:2137","SDG_1041_NOC_RT","2018",43.813,"NA",1
"ALB","XA:2137","SDG_1041_NOC_RT","2017",43.899,"NA",1
"ALB","XA:2137","SDG_1041_NOC_RT","2016",43.871,"NA",1
"ALB","XA:2137","SDG_1041_NOC_RT","2015",44.24,"NA",1
"ALB","XA:2137","SDG_1041_NOC_RT","2014",44.181,"NA",1
"ALB","XA:2137","SDG_1041_NOC_RT","2013",44.36,"NA",1
"ALB","XA:2137","SDG_1041_NOC_RT","2012",44.683,"M",1
"ALB","XA:2137","SDG_1041_NOC_RT","2011",44.88,"M",1
"ALB","XA:2137","SDG_1041_NOC_RT","2010",45.123,"M",1
"ALB","XA:2137","SDG_1041_NOC_RT","2009",45.045,"M",1
"ALB","XA:2137","SDG_1041_NOC_RT","2008",43.982,"M",1
"ALB","XA:2137","SDG_1041_NOC_RT","2007",43.776,"M",1
"ALB","XA:2137","SDG_1041_NOC_RT","2006",43.669,"M",1
"ALB","XA:2137","SDG_1041_NOC_RT","2005",43.682,"M",1
"ALB","XA:2137","SDG_1041_NOC_RT","2004",43.795,"M",1
"ARE","XA:1978","SDG_1041_NOC_RT","2026",36.791,"I",1
"ARE","XA:1978","SDG_1041_NOC_RT","2025",36.838,"I",1
"ARE","XA:1978","SDG_1041_NOC_RT","2024",37.059,"I",1
"ARE","XA:1978","SDG_1041_NOC_RT","2023",36.853,"I",1
"ARE","XA:1978","SDG_1041_NOC_RT","2022",34.262,"I",1
"ARE","XA:1978","SDG_1041_NOC_RT","2021",37.083,"I",1
"ARE","XA:1978","SDG_1041_NOC_RT","2020",41.509,"I",1
"ARE","XA:1978","SDG_1041_NOC_RT","2019",35.811,"I",1
"ARE","XA:1978","SDG_1041_NOC_RT","2018",32.633,"I",1
"ARE","XA:1978","SDG_1041_NOC_RT","2017",33.905,"I",1
"ARE","XA:1978","SDG_1041_NOC_RT","2016",33.793,"I",1
"ARE","XA:1978","SDG_1041_NOC_RT","2015",31.642,"I",1
"ARE","XA:1978","SDG_1041_NOC_RT","2014",26.127,"I",1
"ARE","XA:1978","SDG_1041_NOC_RT","2013",25.55,"I",1
"ARE","XA:1978","SDG_1041_NOC_RT","2012",23.874,"I",1
"ARE","XA:1978","SDG_1041_NOC_RT","2011",23.66,"I",1
"ARE","XA:1978","SDG_1041_NOC_RT","2010",26.404,"I",1
"ARE","XA:1978","SDG_1041_NOC_RT","2009",27.932,"I",1
"ARE","XA:1978","SDG_1041_NOC_RT","2008",23.408,"I",1
"ARE","XA:1978","SDG_1041_NOC_RT","2007",22.981,"I",1
"ARE","XA:1978","SDG_1041_NOC_RT","2006",20.465,"I",1
"ARE","XA:1978","SDG_1041_NOC_RT","2005",22.145,"I",1
"ARE","XA:1978","SDG_1041_NOC_RT","2004",23.826,"I",1
"ARG","XA:1868","SDG_1041_NOC_RT","2026",50.235,"M",1
"ARG","XA:1868","SDG_1041_NOC_RT","2025",50.188,"M",1
"ARG","XA:1868","SDG_1041_NOC_RT","2024",50.12,"NA",1
"ARG","XA:1868","SDG_1041_NOC_RT","2023",51.442,"NA",1
"ARG","XA:1868","SDG_1041_NOC_RT","2022",49.777,"NA",1
"ARG","XA:1868","SDG_1041_NOC_RT","2021",49.644,"NA",1
"ARG","XA:1868","SDG_1041_NOC_RT","2020",52.213,"NA",1
"ARG","XA:1868","SDG_1041_NOC_RT","2019",53.563,"NA",1
"ARG","XA:1868","SDG_1041_NOC_RT","2018",56.407,"NA",1
"ARG","XA:1868","SDG_1041_NOC_RT","2017",58.302,"NA",1
"ARG","XA:1868","SDG_1041_NOC_RT","2016",60.576,"NA",1
"ARG","XA:1868","SDG_1041_NOC_RT","2015",58.584,"M",1
"ARG","XA:1868","SDG_1041_NOC_RT","2014",60.055,"M",1
"ARG","XA:1868","SDG_1041_NOC_RT","2013",59.32,"NA",1
"ARG","XA:1868","SDG_1041_NOC_RT","2012",58.055,"NA",1
"ARG","XA:1868","SDG_1041_NOC_RT","2011",53.249,"NA",1
"ARG","XA:1868","SDG_1041_NOC_RT","2010",49.294,"NA",1
"ARG","XA:1868","SDG_1041_NOC_RT","2009",50.243,"NA",1
"ARG","XA:1868","SDG_1041_NOC_RT","2008",45.941,"NA",1
"ARG","XA:1868","SDG_1041_NOC_RT","2007",42.396,"NA",1
"ARG","XA:1868","SDG_1041_NOC_RT","2006",41.468,"NA",1
"ARG","XA:1868","SDG_1041_NOC_RT","2005",40.594,"NA",1
"ARG","XA:1868","SDG_1041_NOC_RT","2004",38.723,"NA",1
"ARM","XA:1931","SDG_1041_NOC_RT","2026",44.2,"M",1
"ARM","XA:1931","SDG_1041_NOC_RT","2025",44.206,"M",1
"ARM","XA:1931","SDG_1041_NOC_RT","2024",44.105,"M",1
"ARM","XA:1931","SDG_1041_NOC_RT","2023",43.87,"NA",1
"ARM","XA:1931","SDG_1041_NOC_RT","2022",39.882,"NA",1
"ARM","XA:1931","SDG_1041_NOC_RT","2021",44.267,"NA",1
"ARM","XA:1931","SDG_1041_NOC_RT","2020",45.694,"NA",1
"ARM","XA:1931","SDG_1041_NOC_RT","2019",43.337,"NA",1
"ARM","XA:1931","SDG_1041_NOC_RT","2018",44.755,"NA",1
"ARM","XA:1931","SDG_1041_NOC_RT","2017",45.903,"NA",1
"ARM","XA:1931","SDG_1041_NOC_RT","2016",47.236,"NA",1
"ARM","XA:1931","SDG_1041_NOC_RT","2015",46.668,"NA",1
"ARM","XA:1931","SDG_1041_NOC_RT","2014",46.576,"NA",1
"ARM","XA:1931","SDG_1041_NOC_RT","2013",46.906,"NA",1
"ARM","XA:1931","SDG_1041_NOC_RT","2012",47.845,"NA",1
"ARM","XA:1931","SDG_1041_NOC_RT","2011",49.308,"NA",1
"ARM","XA:1931","SDG_1041_NOC_RT","2010",49.699,"NA",1
"ARM","XA:1931","SDG_1041_NOC_RT","2009",50.928,"NA",1
"ARM","XA:1931","SDG_1041_NOC_RT","2008",49.684,"NA",1
"ARM","XA:1931","SDG_1041_NOC_RT","2007",51.014,"NA",1
"ARM","XA:1931","SDG_1041_NOC_RT","2006",52.213,"NA",1
"ARM","XA:1931","SDG_1041_NOC_RT","2005",52.982,"NA",1
"ARM","XA:1931","SDG_1041_NOC_RT","2004",53.362,"NA",1
"AUS","XA:2202","SDG_1041_NOC_RT","2026",58.185,"M",1
"AUS","XA:2202","SDG_1041_NOC_RT","2025",58.322,"M",1
"AUS","XA:2202","SDG_1041_NOC_RT","2024",58.802,"M",1
"AUS","XA:2202","SDG_1041_NOC_RT","2023",57.51,"NA",1
"AUS","XA:2202","SDG_1041_NOC_RT","2022",55.791,"NA",1
"AUS","XA:2202","SDG_1041_NOC_RT","2021",56.124,"NA",1
"AUS","XA:2202","SDG_1041_NOC_RT","2020",58.09,"NA",1
"AUS","XA:2202","SDG_1041_NOC_RT","2019",59.244,"NA",1
"AUS","XA:2202","SDG_1041_NOC_RT","2018",57.1,"NA",1
"AUS","XA:2202","SDG_1041_NOC_RT","2017",58.059,"NA",1
"AUS","XA:2202","SDG_1041_NOC_RT","2016",58.111,"NA",1
"AUS","XA:2202","SDG_1041_NOC_RT","2015",59.547,"NA",1
"AUS","XA:2202","SDG_1041_NOC_RT","2014",59.371,"NA",1
"AUS","XA:2202","SDG_1041_NOC_RT","2013",58.275,"NA",1
"AUS","XA:2202","SDG_1041_NOC_RT","2012",58.513,"NA",1
"AUS","XA:2202","SDG_1041_NOC_RT","2011",59.358,"NA",1
"AUS","XA:2202","SDG_1041_NOC_RT","2010",58.092,"NA",1
"AUS","XA:2202","SDG_1041_NOC_RT","2009",57.958,"NA",1
"AUS","XA:2202","SDG_1041_NOC_RT","2008",57.46,"NA",1
"AUS","XA:2202","SDG_1041_NOC_RT","2007",59.985,"NA",1
"AUS","XA:2202","SDG_1041_NOC_RT","2006",60.957,"NA",1
"AUS","XA:2202","SDG_1041_NOC_RT","2005",61.371,"NA",1
"AUS","XA:2202","SDG_1041_NOC_RT","2004",62.176,"NA",1
"AUT","XA:2089","SDG_1041_NOC_RT","2026",61.946,"M",1
"AUT","XA:2089","SDG_1041_NOC_RT","2025",62.058,"M",1
"AUT","XA:2089","SDG_1041_NOC_RT","2024",62.066,"M",1
"AUT","XA:2089","SDG_1041_NOC_RT","2023",58.72,"NA",1
"AUT","XA:2089","SDG_1041_NOC_RT","2022",59.497,"NA",1
"AUT","XA:2089","SDG_1041_NOC_RT","2021",59.013,"NA",1
"AUT","XA:2089","SDG_1041_NOC_RT","2020",59.264,"NA",1
"AUT","XA:2089","SDG_1041_NOC_RT","2019",58.063,"NA",1
"AUT","XA:2089","SDG_1041_NOC_RT","2018",58.334,"NA",1
"AUT","XA:2089","SDG_1041_NOC_RT","2017",60.205,"NA",1
"AUT","XA:2089","SDG_1041_NOC_RT","2016",60.954,"NA",1
"AUT","XA:2089","SDG_1041_NOC_RT","2015",59.63,"NA",1
"AUT","XA:2089","SDG_1041_NOC_RT","2014",61.152,"NA",1
"AUT","XA:2089","SDG_1041_NOC_RT","2013",58.223,"NA",1
"AUT","XA:2089","SDG_1041_NOC_RT","2012",58.144,"NA",1
"AUT","XA:2089","SDG_1041_NOC_RT","2011",57.839,"NA",1
"AUT","XA:2089","SDG_1041_NOC_RT","2010",58.946,"NA",1
"AUT","XA:2089","SDG_1041_NOC_RT","2009",60.117,"NA",1
"AUT","XA:2089","SDG_1041_NOC_RT","2008",59.808,"NA",1
"AUT","XA:2089","SDG_1041_NOC_RT","2007",59.249,"NA",1
"AUT","XA:2089","SDG_1041_NOC_RT","2006",60.265,"NA",1
"AUT","XA:2089","SDG_1041_NOC_RT","2005",61.422,"NA",1
"AUT","XA:2089","SDG_1041_NOC_RT","2004",61.034,"NA",1
"AZE","XA:2121","SDG_1041_NOC_RT","2026",48.258,"I",1
"AZE","XA:2121","SDG_1041_NOC_RT","2025",48.225,"I",1
"AZE","XA:2121","SDG_1041_NOC_RT","2024",48.126,"I",1
"AZE","XA:2121","SDG_1041_NOC_RT","2023",48.407,"I",1
"AZE","XA:2121","SDG_1041_NOC_RT","2022",48.074,"I",1
"AZE","XA:2121","SDG_1041_NOC_RT","2021",43.039,"I",1
"AZE","XA:2121","SDG_1041_NOC_RT","2020",45.335,"I",1
"AZE","XA:2121","SDG_1041_NOC_RT","2019",44.199,"I",1
"AZE","XA:2121","SDG_1041_NOC_RT","2018",44.291,"I",1
"AZE","XA:2121","SDG_1041_NOC_RT","2017",43.446,"I",1
"AZE","XA:2121","SDG_1041_NOC_RT","2016",46.706,"I",1
"AZE","XA:2121","SDG_1041_NOC_RT","2015",47.548,"I",1
"AZE","XA:2121","SDG_1041_NOC_RT","2014",40.149,"I",1
"AZE","XA:2121","SDG_1041_NOC_RT","2013",38.618,"I",1
"AZE","XA:2121","SDG_1041_NOC_RT","2012",36.309,"I",1
"AZE","XA:2121","SDG_1041_NOC_RT","2011",34.567,"I",1
"AZE","XA:2121","SDG_1041_NOC_RT","2010",37.578,"I",1
"AZE","XA:2121","SDG_1041_NOC_RT","2009",40.299,"I",1
"AZE","XA:2121","SDG_1041_NOC_RT","2008",32.529,"I",1
"AZE","XA:2121","SDG_1041_NOC_RT","2007",34.197,"I",1
"AZE","XA:2121","SDG_1041_NOC_RT","2006",38.157,"I",1
"AZE","XA:2121","SDG_1041_NOC_RT","2005",49.476,"I",1
"AZE","XA:2121","SDG_1041_NOC_RT","2004",54.538,"I",1
"BDI","XA:2153","SDG_1041_NOC_RT","2026",38.492,"M",1
"BDI","XA:2153","SDG_1041_NOC_RT","2025",38.405,"M",1
"BDI","XA:2153","SDG_1041_NOC_RT","2024",38.735,"M",1
"BDI","XA:2153","SDG_1041_NOC_RT","2023",39.078,"M",1
"BDI","XA:2153","SDG_1041_NOC_RT","2022",39.39,"M",1
"BDI","XA:2153","SDG_1041_NOC_RT","2021",38.872,"M",1
"BDI","XA:2153","SDG_1041_NOC_RT","2020",38.455,"M",1
"BDI","XA:2153","SDG_1041_NOC_RT","2019",39.513,"NA",1
"BDI","XA:2153","SDG_1041_NOC_RT","2018",39.783,"NA",1
"BDI","XA:2153","SDG_1041_NOC_RT","2017",40.023,"NA",1
"BDI","XA:2153","SDG_1041_NOC_RT","2016",37.159,"NA",1
"BDI","XA:2153","SDG_1041_NOC_RT","2015",44.891,"NA",1
"BDI","XA:2153","SDG_1041_NOC_RT","2014",39.425,"NA",1
"BDI","XA:2153","SDG_1041_NOC_RT","2013",40.614,"NA",1
"BDI","XA:2153","SDG_1041_NOC_RT","2012",42.757,"NA",1
"BDI","XA:2153","SDG_1041_NOC_RT","2011",38.693,"NA",1
"BDI","XA:2153","SDG_1041_NOC_RT","2010",34.503,"NA",1
"BDI","XA:2153","SDG_1041_NOC_RT","2009",36.976,"NA",1
"BDI","XA:2153","SDG_1041_NOC_RT","2008",35.396,"NA",1
"BDI","XA:2153","SDG_1041_NOC_RT","2007",42.678,"NA",1
"BDI","XA:2153","SDG_1041_NOC_RT","2006",31.749,"NA",1
"BDI","XA:2153","SDG_1041_NOC_RT","2005",33.151,"M",1
"BDI","XA:2153","SDG_1041_NOC_RT","2004",31.933,"M",1
"BEL","XA:2185","SDG_1041_NOC_RT","2026",63.366,"M",1
"BEL","XA:2185","SDG_1041_NOC_RT","2025",63.345,"M",1
"BEL","XA:2185","SDG_1041_NOC_RT","2024",63.496,"M",1
"BEL","XA:2185","SDG_1041_NOC_RT","2023",62.982,"NA",1
"BEL","XA:2185","SDG_1041_NOC_RT","2022",62.446,"NA",1
"BEL","XA:2185","SDG_1041_NOC_RT","2021",61.646,"NA",1
"BEL","XA:2185","SDG_1041_NOC_RT","2020",63.317,"NA",1
"BEL","XA:2185","SDG_1041_NOC_RT","2019",62.413,"NA",1
"BEL","XA:2185","SDG_1041_NOC_RT","2018",62.212,"NA",1
"BEL","XA:2185","SDG_1041_NOC_RT","2017",61.851,"NA",1
"BEL","XA:2185","SDG_1041_NOC_RT","2016",62.661,"NA",1
"BEL","XA:2185","SDG_1041_NOC_RT","2015",63.839,"NA",1
"BEL","XA:2185","SDG_1041_NOC_RT","2014",64.161,"NA",1
"BEL","XA:2185","SDG_1041_NOC_RT","2013",66.12,"NA",1
"BEL","XA:2185","SDG_1041_NOC_RT","2012",65.639,"NA",1
"BEL","XA:2185","SDG_1041_NOC_RT","2011",64.962,"NA",1
"BEL","XA:2185","SDG_1041_NOC_RT","2010",64.802,"NA",1
"BEL","XA:2185","SDG_1041_NOC_RT","2009",65.546,"NA",1
"BEL","XA:2185","SDG_1041_NOC_RT","2008",64.814,"NA",1
"BEL","XA:2185","SDG_1041_NOC_RT","2007",64.372,"NA",1
"BEL","XA:2185","SDG_1041_NOC_RT","2006",63.867,"NA",1
"BEL","XA:2185","SDG_1041_NOC_RT","2005",63.969,"NA",1
"BEL","XA:2185","SDG_1041_NOC_RT","2004",63.97,"NA",1
"BEN","XA:2018","SDG_1041_NOC_RT","2026",40.046,"M",1
"BEN","XA:2018","SDG_1041_NOC_RT","2025",39.954,"M",1
"BEN","XA:2018","SDG_1041_NOC_RT","2024",39.855,"M",1
"BEN","XA:2018","SDG_1041_NOC_RT","2023",40.178,"M",1
"BEN","XA:2018","SDG_1041_NOC_RT","2022",40.217,"M",1
"BEN","XA:2018","SDG_1041_NOC_RT","2021",39.995,"M",1
"BEN","XA:2018","SDG_1041_NOC_RT","2020",40.188,"M",1
"BEN","XA:2018","SDG_1041_NOC_RT","2019",40.853,"M",1
"BEN","XA:2018","SDG_1041_NOC_RT","2018",41.932,"M",1
"BEN","XA:2018","SDG_1041_NOC_RT","2017",41.966,"M",1
"BEN","XA:2018","SDG_1041_NOC_RT","2016",42.317,"NA",1
"BEN","XA:2018","SDG_1041_NOC_RT","2015",42.473,"NA",1
"BEN","XA:2018","SDG_1041_NOC_RT","2014",41.116,"NA",1
"BEN","XA:2018","SDG_1041_NOC_RT","2013",40.687,"NA",1
"BEN","XA:2018","SDG_1041_NOC_RT","2012",41.044,"NA",1
"BEN","XA:2018","SDG_1041_NOC_RT","2011",41.26,"NA",1
"BEN","XA:2018","SDG_1041_NOC_RT","2010",41.474,"NA",1
"BEN","XA:2018","SDG_1041_NOC_RT","2009",41.431,"NA",1
"BEN","XA:2018","SDG_1041_NOC_RT","2008",40.807,"NA",1
"BEN","XA:2018","SDG_1041_NOC_RT","2007",40.55,"NA",1
"BEN","XA:2018","SDG_1041_NOC_RT","2006",41.061,"NA",1
"BEN","XA:2018","SDG_1041_NOC_RT","2005",41.615,"NA",1
"BEN","XA:2018","SDG_1041_NOC_RT","2004",42.125,"NA",1
"BFA","XA:2034","SDG_1041_NOC_RT","2026",43.222,"M",1
"BFA","XA:2034","SDG_1041_NOC_RT","2025",43.474,"M",1
"BFA","XA:2034","SDG_1041_NOC_RT","2024",43.116,"M",1
"BFA","XA:2034","SDG_1041_NOC_RT","2023",43.567,"M",1
"BFA","XA:2034","SDG_1041_NOC_RT","2022",44.142,"NA",1
"BFA","XA:2034","SDG_1041_NOC_RT","2021",45.725,"NA",1
"BFA","XA:2034","SDG_1041_NOC_RT","2020",46.148,"NA",1
"BFA","XA:2034","SDG_1041_NOC_RT","2019",47.057,"NA",1
"BFA","XA:2034","SDG_1041_NOC_RT","2018",42.796,"NA",1
"BFA","XA:2034","SDG_1041_NOC_RT","2017",39.841,"NA",1
"BFA","XA:2034","SDG_1041_NOC_RT","2016",38.976,"NA",1
"BFA","XA:2034","SDG_1041_NOC_RT","2015",40.917,"NA",1
"BFA","XA:2034","SDG_1041_NOC_RT","2014",39.602,"NA",1
"BFA","XA:2034","SDG_1041_NOC_RT","2013",38.097,"NA",1
"BFA","XA:2034","SDG_1041_NOC_RT","2012",36.699,"NA",1
"BFA","XA:2034","SDG_1041_NOC_RT","2011",37.187,"NA",1
"BFA","XA:2034","SDG_1041_NOC_RT","2010",38.303,"NA",1
"BFA","XA:2034","SDG_1041_NOC_RT","2009",39.306,"NA",1
"BFA","XA:2034","SDG_1041_NOC_RT","2008",39.56,"NA",1
"BFA","XA:2034","SDG_1041_NOC_RT","2007",41.08,"NA",1
"BFA","XA:2034","SDG_1041_NOC_RT","2006",42.777,"NA",1
"BFA","XA:2034","SDG_1041_NOC_RT","2005",43.862,"NA",1
"BFA","XA:2034","SDG_1041_NOC_RT","2004",44.771,"NA",1
"BGD","XA:1939","SDG_1041_NOC_RT","2026",48.484,"I",1
"BGD","XA:1939","SDG_1041_NOC_RT","2025",49.029,"I",1
"BGD","XA:1939","SDG_1041_NOC_RT","2024",48.781,"I",1
"BGD","XA:1939","SDG_1041_NOC_RT","2023",47.633,"I",1
"BGD","XA:1939","SDG_1041_NOC_RT","2022",47.522,"I",1
"BGD","XA:1939","SDG_1041_NOC_RT","2021",47.714,"I",1
"BGD","XA:1939","SDG_1041_NOC_RT","2020",47.162,"I",1
"BGD","XA:1939","SDG_1041_NOC_RT","2019",47.151,"I",1
"BGD","XA:1939","SDG_1041_NOC_RT","2018",47.408,"I",1
"BGD","XA:1939","SDG_1041_NOC_RT","2017",47.741,"I",1
"BGD","XA:1939","SDG_1041_NOC_RT","2016",47.474,"I",1
"BGD","XA:1939","SDG_1041_NOC_RT","2015",47.711,"I",1
"BGD","XA:1939","SDG_1041_NOC_RT","2014",47.916,"I",1
"BGD","XA:1939","SDG_1041_NOC_RT","2013",47.914,"I",1
"BGD","XA:1939","SDG_1041_NOC_RT","2012",47.653,"I",1
"BGD","XA:1939","SDG_1041_NOC_RT","2011",47.657,"I",1
"BGD","XA:1939","SDG_1041_NOC_RT","2010",48.051,"I",1
"BGD","XA:1939","SDG_1041_NOC_RT","2009",48.29,"I",1
"BGD","XA:1939","SDG_1041_NOC_RT","2008",47.833,"I",1
"BGD","XA:1939","SDG_1041_NOC_RT","2007",47.343,"I",1
"BGD","XA:1939","SDG_1041_NOC_RT","2006",47.519,"I",1
"BGD","XA:1939","SDG_1041_NOC_RT","2005",47.573,"I",1
"BGD","XA:1939","SDG_1041_NOC_RT","2004",48.17,"I",1
"BGR","XA:2203","SDG_1041_NOC_RT","2026",50.707,"M",1
"BGR","XA:2203","SDG_1041_NOC_RT","2025",50.717,"M",1
"BGR","XA:2203","SDG_1041_NOC_RT","2024",50.812,"NA",1
"BGR","XA:2203","SDG_1041_NOC_RT","2023",50.677,"NA",1
"BGR","XA:2203","SDG_1041_NOC_RT","2022",49.922,"NA",1
"BGR","XA:2203","SDG_1041_NOC_RT","2021",51.897,"NA",1
"BGR","XA:2203","SDG_1041_NOC_RT","2020",53.428,"NA",1
"BGR","XA:2203","SDG_1041_NOC_RT","2019",54.629,"NA",1
"BGR","XA:2203","SDG_1041_NOC_RT","2018",54.844,"NA",1
"BGR","XA:2203","SDG_1041_NOC_RT","2017",53.669,"NA",1
"BGR","XA:2203","SDG_1041_NOC_RT","2016",52.627,"NA",1
"BGR","XA:2203","SDG_1041_NOC_RT","2015",52.215,"NA",1
"BGR","XA:2203","SDG_1041_NOC_RT","2014",52.067,"NA",1
"BGR","XA:2203","SDG_1041_NOC_RT","2013",49.514,"NA",1
"BGR","XA:2203","SDG_1041_NOC_RT","2012",46.413,"NA",1
"BGR","XA:2203","SDG_1041_NOC_RT","2011",43.026,"NA",1
"BGR","XA:2203","SDG_1041_NOC_RT","2010",44.555,"NA",1
"BGR","XA:2203","SDG_1041_NOC_RT","2009",42.711,"NA",1
"BGR","XA:2203","SDG_1041_NOC_RT","2008",40.161,"NA",1
"BGR","XA:2203","SDG_1041_NOC_RT","2007",38.5,"NA",1
"BGR","XA:2203","SDG_1041_NOC_RT","2006",39.23,"NA",1
"BGR","XA:2203","SDG_1041_NOC_RT","2005",40.913,"NA",1
"BGR","XA:2203","SDG_1041_NOC_RT","2004",42.093,"NA",1
"BHR","XA:2081","SDG_1041_NOC_RT","2026",27.388,"I",1
"BHR","XA:2081","SDG_1041_NOC_RT","2025",27.479,"I",1
"BHR","XA:2081","SDG_1041_NOC_RT","2024",27.549,"I",1
"BHR","XA:2081","SDG_1041_NOC_RT","2023",27.189,"I",1
"BHR","XA:2081","SDG_1041_NOC_RT","2022",25.881,"I",1
"BHR","XA:2081","SDG_1041_NOC_RT","2021",27.309,"I",1
"BHR","XA:2081","SDG_1041_NOC_RT","2020",30.913,"I",1
"BHR","XA:2081","SDG_1041_NOC_RT","2019",29.029,"I",1
"BHR","XA:2081","SDG_1041_NOC_RT","2018",30.273,"I",1
"BHR","XA:2081","SDG_1041_NOC_RT","2017",30.707,"I",1
"BHR","XA:2081","SDG_1041_NOC_RT","2016",31.738,"I",1
"BHR","XA:2081","SDG_1041_NOC_RT","2015",31.647,"I",1
"BHR","XA:2081","SDG_1041_NOC_RT","2014",29.697,"I",1
"BHR","XA:2081","SDG_1041_NOC_RT","2013",28.934,"I",1
"BHR","XA:2081","SDG_1041_NOC_RT","2012",29.348,"I",1
"BHR","XA:2081","SDG_1041_NOC_RT","2011",27.769,"I",1
"BHR","XA:2081","SDG_1041_NOC_RT","2010",29.597,"I",1
"BHR","XA:2081","SDG_1041_NOC_RT","2009",30.639,"I",1
"BHR","XA:2081","SDG_1041_NOC_RT","2008",25.981,"I",1
"BHR","XA:2081","SDG_1041_NOC_RT","2007",26.855,"I",1
"BHR","XA:2081","SDG_1041_NOC_RT","2006",25.87,"I",1
"BHR","XA:2081","SDG_1041_NOC_RT","2005",27.143,"I",1
"BHR","XA:2081","SDG_1041_NOC_RT","2004",29.816,"I",1
"BHS","XA:2097","SDG_1041_NOC_RT","2026",34.423,"I",1
"BHS","XA:2097","SDG_1041_NOC_RT","2025",34.413,"I",1
"BHS","XA:2097","SDG_1041_NOC_RT","2024",34.27,"I",1
"BHS","XA:2097","SDG_1041_NOC_RT","2023",34.316,"I",1
